queue_position,batch,scopus_id,suggested_filename,title,year,journal,doi,article_url,credited_authids,credited_researchers,n_credited_researchers,rationale,question,requested_evidence,local_pdf_available,local_filenames,download_status,open_access_status,open_access_note,needed_material,fulltext_review_note,manual_download_url,acquired_from_url,top50_us_tied_pairs_separated_if_us,top50_total_ties_differentiated_if_us,distinct_tied_pairs_separated_if_us,new_top50_us_tied_pairs_if_us,potential_priority_weight,us_positive_scenario,manual_retrieval_status,manual_retrieval_note,new_pair_coverage_in_batch,tie_priority_position,tie_priority_batch
86,9,85138320659,85138320659.pdf,Is news for men?: Effects of women’s participation in news-making on audience perceptions and behaviors,2024,Journalism,10.1177/14648849221125412,https://doi.org/10.1177/14648849221125412,57203655130,Kathleen Searles,1,News avoidance and journalist gender do not identify respondent country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1177/14648849221125412,,0,1,1,0,0.0212766,"Kathleen Searles: US 3→4, rank 53→46",,,0,93,10
2,1,85046645518,85046645518.pdf,Politicians Appear More Competent When Using Numerical Rhetoric,2017,Journal of Experimental Political Science,10.1017/XPS.2017.7,https://doi.org/10.1017/XPS.2017.7,25224644900,Rasmus Tue Pedersen,1,Numerical political rhetoric without sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",true,85046645518.pdf,local_pdf_awaiting_review,green,"Open location indexed, but no verified PDF could be downloaded automatically",sampling appendix or author clarification,Methods identify Epinion and sample demographics but do not name respondent country. Provider alone is insufficient.,https://hdl.handle.net/10398/fe705228-42ac-473a-8244-6096c3ea5d0c,,0,1,1,0,0.25,"Rasmus Tue Pedersen: US 1→2, rank 73→64",,,0,,
22,3,85193819898,85193819898.pdf,Social Group Appeals in Party Rhetoric: Effects on Policy Support and Polarization,2024,Journal of Politics,10.1086/729946,https://doi.org/10.1086/729946,37065230200,Markus Wagner,1,Party rhetoric without sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,green,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://madoc.bib.uni-mannheim.de/66750/,,0,0,0,0,0,"Markus Wagner: US 0→1, rank 84→73",,,0,,
24,3,85064539825,85064539825.pdf,On the Meaning of Survey Reports of Roll-Call “Votes”,2019,American Journal of Political Science,10.1111/ajps.12430,https://doi.org/10.1111/ajps.12430,57217457882,Gregory A. Huber,1,Roll-call votes and Supreme Court without named country; these institutions are not unique to US.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,green,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://escholarship.org/content/qt8fn2717w/qt8fn2717w.pdf?t=pxcpha,,0,0,0,5,0,"Gregory A. Huber: US 9→10, rank 9→4",,,0,,
25,3,85208657819,85208657819.pdf,How and when candidate race affects inferences about ideology and group favoritism,2025,Political Science Research and Methods,10.1017/psrm.2024.50,https://doi.org/10.1017/psrm.2024.50,57217457882,Gregory A. Huber,1,Candidate race without country-specific sampling information.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,hybrid,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://doi.org/10.1017/psrm.2024.50,,0,0,0,5,0,"Gregory A. Huber: US 9→10, rank 9→4",,,0,,
26,3,105007228428,105007228428.pdf,Seeing the state in action: Public preferences about and judgments of common police–civilian interactions,2025,Criminology,10.1111/1745-9125.12403,https://doi.org/10.1111/1745-9125.12403,57217457882,Gregory A. Huber,1,Police-civilian interaction experiments without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,hybrid,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1745-9125.12403,,0,0,0,5,0,"Gregory A. Huber: US 9→10, rank 9→4",,,0,,
31,4,84940214050,84940214050.pdf,Activating the Forces of Public Service Motivation: Evidence from a Low-Intensity Randomized Survey Experiment,2015,Public Administration Review,10.1111/puar.12325,https://doi.org/10.1111/puar.12325,56734108300,Mogens Jin Pedersen,1,The law students' country is unspecified.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1111/puar.12325,,0,0,0,0,0,"Mogens Jin Pedersen: US 3→4, rank 53→46",,,0,,
32,4,84975770291,84975770291.pdf,Improving Survey Response Rates in Online Panels: Effects of Low-Cost Incentives and Cost-Free Text Appeal Interventions,2016,Social Science Computer Review,10.1177/0894439314563916,https://doi.org/10.1177/0894439314563916,56734108300,Mogens Jin Pedersen,1,Online panel location unstated.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,green,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://eprints.lse.ac.uk/67240/1/Nielsen_Improving%20survey%20response_2016.pdf,,0,0,0,0,0,"Mogens Jin Pedersen: US 3→4, rank 53→46",,,0,,
33,4,85040459526,85040459526.pdf,More Similar Than Different: Experimental Evidence on the (In) Significance of Gender for the Effect of Different Incentives on Compliance Behavior,2018,Administration and Society,10.1177/0095399715584638,https://doi.org/10.1177/0095399715584638,56734108300,Mogens Jin Pedersen,1,Adult population without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,gold,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://pure.au.dk/portal/en/publications/671be3d0-3209-4155-b48e-7ad3a82c7ed0,,0,0,0,0,0,"Mogens Jin Pedersen: US 3→4, rank 53→46",,,0,,
57,6,84892498539,84892498539.pdf,Causal inference in conjoint analysis: Understanding multidimensional choices via stated preference experiments,2014,Political Analysis,10.1093/pan/mpt024,https://doi.org/10.1093/pan/mpt024,36159270600,Teppei Yamamoto,1,The reported empirical applications do not locate their participants.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1093/pan/mpt024,,0,0,0,0,0,"Teppei Yamamoto: US 3→4, rank 53→46",,,0,,
58,6,85041214633,85041214633.pdf,The Number of Choice Tasks and Survey Satisficing in Conjoint Experiments,2018,Political Analysis,10.1017/pan.2017.40,https://doi.org/10.1017/pan.2017.40,36159270600,Teppei Yamamoto,1,MTurk and SSI vendors do not establish sampling country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,bronze,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5BBACB75CF59C10E1B42AB20D9F085F0/S1047198717000407a.pdf/div-class-title-the-number-of-choice-tasks-and-survey-satisficing-in-conjoint-experiments-div.pdf,,0,0,0,0,0,"Teppei Yamamoto: US 3→4, rank 53→46",,,0,,
59,6,85172870189,85172870189.pdf,Media Measurement Matters: Estimating the Persuasive Effects of Partisan Media with Survey and Behavioral Data,2023,Journal of Politics,10.1086/724960,https://doi.org/10.1086/724960,36159270600,Teppei Yamamoto,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1086/724960,,0,0,0,0,0,"Teppei Yamamoto: US 3→4, rank 53→46",,,0,,
60,6,105001181982,105001181982.pdf,Priming Bias Versus Post-Treatment Bias in Experimental Designs,2025,Political Analysis,10.1017/pan.2025.3,https://doi.org/10.1017/pan.2025.3,36159270600,Teppei Yamamoto,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1017/pan.2025.3,,0,0,0,0,0,"Teppei Yamamoto: US 3→4, rank 53→46",,,0,,
85,9,85132650412,85132650412.pdf,Aiding War or Peace? The Insiders’ View on Aid to Postconflict Transitions,2022,Journal of Politics,10.1086/718353,https://doi.org/10.1086/718353,36676605900,Gabriele Spilker,1,Global expert sample without a country breakdown; US participation cannot be assumed.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",true,85132650412.pdf,local_pdf_awaiting_review,green,PDF acquired; geography review pending,Appendix A with respondent country distribution,Aid experts work in 186 countries; the main paper does not identify which respondents are US-based. Global coverage alone is insufficient.,https://kops.uni-konstanz.de/server/api/core/bitstreams/636c1cff-2b36-43ab-a78a-c686d4697931/content,https://kops.uni-konstanz.de/server/api/core/bitstreams/636c1cff-2b36-43ab-a78a-c686d4697931/content,0,1,1,0,0.0212766,"Gabriele Spilker: US 3→4, rank 53→46",,,0,,
106,11,84929260244,84929260244.pdf,How Not to Increase Participation in Local Government: The Advantages of Experiments When Testing Policy Interventions,2016,Public Administration Review,10.1111/puar.12387,https://doi.org/10.1111/puar.12387,7401620196,Daniel M. Butler,1,Local government experiment without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1111/puar.12387,,0,0,0,0,0,"Daniel M. Butler: US 3→4, rank 53→46",,,0,,
107,11,84938501817,84938501817.pdf,How Politicians Discount the Opinions of Constituents with Whom They Disagree,2016,American Journal of Political Science,10.1111/ajps.12206,https://doi.org/10.1111/ajps.12206,7401620196,Daniel M. Butler,1,State and local officials without named country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1111/ajps.12206,,0,0,0,0,0,"Daniel M. Butler: US 3→4, rank 53→46",,,0,,
108,11,84944081200,84944081200.pdf,Uncovering the circumstances of performance information use findings from an experiment,2016,Public Performance and Management Review,10.1080/15309576.2016.1071160,https://doi.org/10.1080/15309576.2016.1071160,56354967100,Donald P. Moynihan,1,Budget scenarios without sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1080/15309576.2016.1071160,,0,0,0,0,0,"Donald P. Moynihan: US 3→4, rank 53→46",,,0,,
109,11,84992092827,84992092827.pdf,Recruitment and Perceptions of Gender Bias in Party Leader Support,2016,Political Research Quarterly,10.1177/1065912916668412,https://doi.org/10.1177/1065912916668412,7401620196,Daniel M. Butler,1,Municipal officeholders without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1177/1065912916668412,,0,0,0,0,0,"Daniel M. Butler: US 3→4, rank 53→46",,,0,,
110,11,85019676280,85019676280.pdf,How do politicians attribute bureaucratic responsibility for performance? Negativity bias and interest group advocacy,2017,Journal of Public Administration Research and Theory,10.1093/jopart/muw060,https://doi.org/10.1093/jopart/muw060,56354967100,Donald P. Moynihan,1,Elected officials without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,green,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://jpart.oxfordjournals.org/content/early/2016/10/17/jopart.muw060.abstract,,0,0,0,0,0,"Donald P. Moynihan: US 3→4, rank 53→46",,,0,,
111,12,85064259638,85064259638.pdf,"Partisan Alignment, Performance, and Citizen Approval of Political Actors",2019,American Politics Research,10.1177/1532673X19835780,https://doi.org/10.1177/1532673X19835780,35784707400,Susan M. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1177/1532673X19835780,,0,0,0,0,0,"Susan M. Miller: US 3→4, rank 53→46",,,0,,
112,12,85106176160,85106176160.pdf,Pass the buck or the buck stops here? The public costs of claiming and deflecting blame in managing crises,2022,Journal of Public Policy,10.1017/S0143814X21000039,https://doi.org/10.1017/S0143814X21000039,55494876700,David R. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1017/S0143814X21000039,,0,0,0,0,0,"David R. Miller: US 3→4, rank 53→46",,,0,,
113,12,85126450365,85126450365.pdf,Attitudes Toward Delegation to Presidential Commissions,2017,Presidential Studies Quarterly,10.1111/psq.12393,https://doi.org/10.1111/psq.12393,55494876700,David R. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1111/psq.12393,,0,0,0,0,0,"David R. Miller: US 3→4, rank 53→46",,,0,,
114,12,85127205226,85127205226.pdf,Representative Bureaucracy and Attitudes Toward Automated Decision Making,2021,Journal of Public Administration Research and Theory,10.1093/jopart/muaa019,https://doi.org/10.1093/jopart/muaa019,35784707400,Susan M. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1093/jopart/muaa019,,0,0,0,0,0,"Susan M. Miller: US 3→4, rank 53→46",,,0,,
115,12,85137333494,85137333494.pdf,The effect of human versus automated interaction on willingness to participate in government programs: The role of representation,2023,Public Administration,10.1111/padm.12879,https://doi.org/10.1111/padm.12879,35784707400,Susan M. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1111/padm.12879,,0,0,0,0,0,"Susan M. Miller: US 3→4, rank 53→46",,,0,,
116,12,85147286875,85147286875.pdf,Responding to Uncertainty: The Importance of Covertness in Support for Retaliation to Cyber and Kinetic Attacks,2023,Journal of Conflict Resolution,10.1177/00220027231153580,https://doi.org/10.1177/00220027231153580,57188880644,Lauren Sukin,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,green,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://eprints.lse.ac.uk/117916/1/Sulkin_responding_to_uncertainty_published.pdf,,0,0,0,0,0,"Lauren Sukin: US 3→4, rank 53→46",,,0,,
117,12,85162955443,85162955443.pdf,"Doing Good Work in a Crisis: Views of Pay and the COVID-19 Pandemic in the Public, Nonprofit, and For-Profit Sectors",2024,Review of Public Personnel Administration,10.1177/0734371X231162028,https://doi.org/10.1177/0734371X231162028,35784707400,Susan M. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,green,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10225797/pdf/10.1177_0734371X231162028.pdf,,0,0,0,0,0,"Susan M. Miller: US 3→4, rank 53→46",,,0,,
118,12,85212059156,85212059156.pdf,Preferential abstention in conjoint experiments,2024,Research and Politics,10.1177/20531680241299329,https://doi.org/10.1177/20531680241299329,55494876700,David R. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,gold,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://doi.org/10.1177/20531680241299329,,0,0,0,0,0,"David R. Miller: US 3→4, rank 53→46",,,0,,
119,12,105019368716,105019368716.pdf,"Partisanship, expertise, or connections? A conjoint survey experiment on lobbyist hiring decisions",2025,Journal of Law Economics and Organization,10.1093/jleo/ewae013,https://doi.org/10.1093/jleo/ewae013,55494876700,David R. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1093/jleo/ewae013,,0,0,0,0,0,"David R. Miller: US 3→4, rank 53→46",,,0,,
120,12,105038401018,105038401018.pdf,How the experience of administrative burdens affects clients’ psychological well-being: the role of negativity bias,2026,Journal of Public Administration Research and Theory,10.1093/jopart/muag004,https://doi.org/10.1093/jopart/muag004,56354967100,Donald P. Moynihan,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1093/jopart/muag004,,0,0,0,0,0,"Donald P. Moynihan: US 3→4, rank 53→46",,,0,,
121,13,84946492047,84946492047.pdf,An Experimental Approach to Economic Voting,2015,Political Behavior,10.1007/s11109-015-9303-y,https://doi.org/10.1007/s11109-015-9303-y,55135830500,Gábor Simonovits,1,An unnamed president and economic voting do not identify the country of the samples.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1007/s11109-015-9303-y,,0,0,0,0,0,"Gábor Simonovits: US 2→3, rank 64→53",,,0,,
122,13,85122479991,85122479991.pdf,The Hostile Mediator Phenomenon,2021,Public Opinion Quarterly,10.1093/poq/nfab035,https://doi.org/10.1093/poq/nfab035,56196951600,Omer Yair,1,US-related observational findings and Israeli studies are reported; the abstract does not identify where the embedded experiment was conducted.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1093/poq/nfab035,,0,0,0,0,0,"Omer Yair: US 0→1, rank 84→73",,,0,,
123,13,85156243509,85156243509.pdf,"Puzzling Answers to Crosswise Questions: Examining Overall Prevalence Rates, Response Order Effects, and Learning Effects",2023,Survey Research Methods,10.18148/srm/2023.v17i1.8010,https://doi.org/10.18148/srm/2023.v17i1.8010,7003772257,Thomas Hinz,1,The general-population survey's country is unspecified.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,unknown,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.18148/srm/2023.v17i1.8010,,0,0,0,0,0,"Thomas Hinz: US 0→1, rank 84→73",,,0,,
126,13,85088856469,85088856469.pdf,Reporting multiple dimensions of public service performance: information order effects on citizens’ willingness to use services,2022,Public Management Review,10.1080/14719037.2020.1798708,https://doi.org/10.1080/14719037.2020.1798708,7102332636,Oliver James,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1080/14719037.2020.1798708,,0,0,0,0,0,"Oliver James: US 2→3, rank 64→53",,,0,,
127,13,85089985354,85089985354.pdf,"Do More Options Always Benefit the Users of Public Services? An Experimental Study of School Choice, Performance, and Satisfaction",2021,Public Administration Review,10.1111/puar.13271,https://doi.org/10.1111/puar.13271,7102332636,Oliver James,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1111/puar.13271,,0,0,0,0,0,"Oliver James: US 2→3, rank 64→53",,,0,,
1,1,85110788543,85110788543.pdf,Defending your public kin: public sector identification and street-level bureaucrats’ perceptions of performance,2022,International Public Management Journal,10.1080/10967494.2021.1948468,https://doi.org/10.1080/10967494.2021.1948468,57203170141,Niels Bjørn Grund Petersen,1,Public high-school teachers without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1080/10967494.2021.1948468,,0,0,0,0,0,"Niels Bjørn Grund Petersen: US 0→1, rank 84→73",user_unavailable,User could not download. Do not request again in the next priority batch; publisher and institutional catalogue checked without a usable public PDF.,0,,
