scopus_id,doi,year,journal,title,sample_us_label,evidence_field,evidence_quote,rationale,us_and_non_us_samples_reported,metadata_sha256,abstract_sha256,reviewer,reviewer_type,review_date,human_validated,annotation_version,article_url,credited_authids,credited_researchers,n_credited_researchers,metadata_sample_us_label,source_review,fulltext_filename,fulltext_page,fulltext_source_sha256
85131358788,10.1177/01461672221099709,2023,Personality and Social Psychology Bulletin,Intolerance of Transgressive Protest Actions: The Differential Roles of Deontological and Utilitarian Morality,non_us,abstract,"Germany, Netherlands",Study population or findings explicitly situated outside the US.,false,229bc6b63d597820f291a6b829cfa4a5ad44cd545b6e5f3010783f522d10f3a7,cc366f38a29f45f3ea3da324613ab01429d8f5df131f76c826753885069d14dc,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/01461672221099709,7006059165,Maykel Verkuyten,1,non_us,metadata,,,
85131524653,10.1177/07388942221094761,2023,Conflict Management and Peace Science,Crafting international apologies that work: A conjoint analysis approach,non_us,abstract,survey experiment in Japan,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,false,eb29bab4429b68dce66c02686b04f5dd450d5d58dc5cd8fdd418c98ae78a8fe6,fe0ae018c3518e9914d5802bf56c88eb46fd1a520cf67d84bc53332dce286383,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/07388942221094761,55917294300,Atsushi Tago,1,non_us,metadata,,,
85131571257,10.1007/s11558-022-09468-y,2023,Review of International Organizations,Public responses to foreign protectionism: Evidence from the US-China trade war,non_us,abstract,survey experiments in the country most affected by US protectionism: China,"Additional Argentine experiment; US is policy actor, not sample.",false,7fc2a612f4bce1b40ada8b5a4ee05c3ada4f7a3d90b5e736b50857e745701774,0c7185822a2ccaa05ef1fd50b03d3e56d4523f61133723026e1ec8018535f31f,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1007/s11558-022-09468-y,24339564700,David A. Steinberg,1,non_us,metadata,,,
85131596715,10.1177/00220027221106960,2022,Journal of Conflict Resolution,Wargame of Drones: Remotely Piloted Aircraft and Crisis Escalation,us_explicit,full_text,an expert sample of 158 U.S. military officers,A separate survey experiment validating the wargames explicitly sampled US military officers.,false,c6a7529e1958a9e3ea08d4f8aa4e39a759ca08eeaeaf2c8d04b6f9d529850899,d605dee463176efd7487faf689bad8187d8ed2cd65df4bd25255f77b7ffa9b26,Codex (GPT-6),AI_assisted,2026-09-09,false,top100_metadata_v1,https://doi.org/10.1177/00220027221106960,23479932300,Erik Lin-Greenberg,1,unclear,full_text,85131596715.pdf,29,94092ab4b8a1ea13cb5fb9c6660241b0657045005df96af9401b0963ba0fbd21
85131738044,10.1007/s11558-022-09464-2,2023,Review of International Organizations,Trade Wars and Election Interference,us_explicit,abstract,national survey experiment in the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,93be4e5a6fcc538044578c2656d0d3ecbca838f84a6a41e35cb3fed9fd22e803,9ccf3b4904ec9d113dde1a66635a0638eafab217fdee6c9d655bfb00da1c4c1d,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1007/s11558-022-09464-2,56556884300,Ryan Brutger,1,us_explicit,metadata,,,
85132650412,10.1086/718353,2022,Journal of Politics,Aiding War or Peace? The Insiders’ View on Aid to Postconflict Transitions,unclear,abstract,,Global expert sample without a country breakdown; US participation cannot be assumed.,false,abbb955d5b0732e3287c7a49cb6d00b9cf138eb6d53bbf1b1391cabcc353f59a,d1c5ab4ce96637aa805f915a566ee8a4155fbb2e2e111de86df2c86854f11a7e,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1086/718353,36676605900,Gabriele Spilker,1,unclear,metadata,,,
85132755374,10.1177/00220027221093401,2022,Journal of Conflict Resolution,"Due Process and Accountability Under Transitional Justice: Evidence from Mosul, Iraq",non_us,abstract,survey of Mosul residents,"Iraq, including displaced families.",false,cdf6febe0c481f9345db452a85815c9263b0e491c2c1853fdf06ed289c132bb6,1fa1e0b4e03e61931181b14f7a0a0636e50cf102f63c19470a60c0cc5aeb1f15,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/00220027221093401,23010864600,Samuel Whitt,1,non_us,metadata,,,
85132885156,10.1111/pops.12851,2023,Political Psychology,Projection in the Face of Centrism: Voter Inferences About Candidates' Party Affiliation in Low-Information Contexts,us_explicit,abstract,"survey experiment fielded in Canada, the United Kingdom, and the United States","Metadata directly identifies a US experimental population, setting, or findings attributed to Americans.",true,480c9b0b013e4cb365ea80c82e19a3f89da76f8359874952cf8bd79c20202eb6,3cbc4d8abe45fc056746fed048d07e26f85d9870a1ad524645bead86966242bb,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1111/pops.12851,56534303500,Anthony Kevins,1,us_explicit,metadata,,,
85132896321,10.1093/poq/nfab062,2021,Public Opinion Quarterly,Measuring Misperceptions: LIMITS OF PARTY-SPECIFIC STEREOTYPE REPORTS,us_inferred,abstract,composition of the Democratic and Republican parties,Experiments measure US party stereotypes; Americans mentioned for prior research.,false,3a1fd4e2baae31c1261d50380a98201f08f9a56e9f6d96e00e27c4d9477a891b,7f4ef12d12bf5fccd791d3511da090c94b0fb6fe22f35de6c5bafcc2224f597c,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1093/poq/nfab062,57217457882,Gregory A. Huber,1,us_inferred,metadata,,,
85133863087,10.1177/01902725221107594,2022,Social Psychology Quarterly,Rationales and Support for Norms in the Context of Covid-19,us_inferred,abstract,Covid-19 pandemic in the United States,US masking and distancing context; sampling location unstated.,false,930ae4a53ff1252202110deb75eec37161a19f215271f4c8daee5b4617d6cfec,c4e32961718e523147dc14fd9df3611a85cf4cba036a287a8443f07519eac74f,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/01902725221107594,7102611306,Christine Horne,1,us_inferred,metadata,,,
85133919585,10.1177/20531680221093440,2022,Research and Politics,Public support for assistance for workers displaced by technology,us_explicit,abstract,survey experiment on a nationally representative sample in the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,91d02e878d88e396f012a11600f515e529dcd66eb707c810cc8ddf3ae9d3c1cf,8c05de487a518ef7b3bff5be90299ff209a5468ddcfe7cd94ca9305cff1e0aca,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/20531680221093440,55603014300,Tobias Heinrich,1,us_explicit,metadata,,,
85133968124,10.1037/xap0000429,2022,Journal of Experimental Psychology Applied,Deliberative Thinking Increases Tolerance of Minority Group Practices: Testing a Dual-Process Model of Tolerance,non_us,abstract,nationally representative samples of Dutch majority members,Study population or findings explicitly situated outside the US.,false,45b7f07e49cb8c1e30d978b3f5d3aeea94355f92f82d697315af9f6283a1141f,e19e0a132bcd6497d59b9ad6849c73025f36fe2581ae940a107cd1672fbc0132,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1037/xap0000429,7006059165,Maykel Verkuyten,1,non_us,metadata,,,
85134236669,10.1016/j.wsif.2022.102619,2022,Women S Studies International Forum,"Women's blame, men's merit? The effect of gender on voters' evaluation of ministers' governing performance",non_us,abstract,voters' evaluation of their governing performance in Flanders (Belgium),Metadata identifies a non-US population or study setting; no US experimental sample is reported.,false,bffb5c51f6c37c7537cbfdfc8fc46b7a8307fd20ad98c7377fdfe17f3c7b7a52,cc675508b86031756c479f6fa23debc80b56c5c3add9f67dbac9a7eefcdbcb60,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1016/j.wsif.2022.102619,57196390820,Robin Devroe,1,non_us,metadata,,,
85134747070,10.1037/sah0000400,2022,Stigma and Health,Suicide Stigma in Jewish Communities in the United States,us_explicit,title,Suicide Stigma in Jewish Communities in the United States,Title locates the study population or setting in the United States; abstract alone did not locate the sample.,false,681b090dcab8eb9dcfc578d6074358fc40df9e5584febc79a2ec03ca1563f41a,438c9dcafeb30bc5facdbae452636e3f99017ed598e05f20a0b9b772c813b4f7,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1037/sah0000400,14832646600,Robin E. Gearing,1,us_explicit,metadata,,,
85135349631,10.1086/718355,2022,Journal of Politics,You and Whose Army? How Civilian Leaders Leverage the Military’s Prestige to Shape Public Opinion,unclear,abstract,,Available metadata does not locate the experimental sample.,false,1be89aedad9178b0d91f4e788b07be96c231083d8cd8dc840c08c45e5ba56433,1e7d069d9f470456a4561fd98bfa78915af85a79b5c2aad53825b3ae62c681a8,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1086/718355,57188971604,Sarah R. Maxey,1,unclear,metadata,,,
85135789153,10.1177/00220027221118815,2023,Journal of Conflict Resolution,From Moscow With a Mushroom Cloud? Russian Public Attitudes to the Use of Nuclear Weapons in a Conflict With NATO,non_us,abstract,representative sample of Russian citizens,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,false,cb8d2038a50d7fd537ab1f6fe43e4863505e6e81a5b20371ec533bd0fd69d9f1,d38f0cdf5b86edcb48834dc3ca19883712e909d102ca8b65e891be7480b1c9c7,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/00220027221118815,55672957800,Michal Smetana,1,non_us,metadata,,,
85135896371,10.1111/jasp.12916,2022,Journal of Applied Social Psychology,Neoliberal ideology and negative attitudes toward immigrants: Evidence from a survey and survey experiment in Japan,non_us,abstract,we used the case of Japan,Study population or findings explicitly situated outside the US.,false,bd7c5a43ce6a8b5f2a32631a48c17d361e80ba08adfcaaf519055509c0ec85b7,d5ea635f13813fb056968c51b0922c8edd4aa47cc8f919e626c4e3b171c917e8,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1111/jasp.12916,55091186500,Yoshikuni Ono,1,non_us,metadata,,,
85136473193,10.1177/00223433221079455,2023,Journal of Peace Research,Susceptibility to threatening information and attitudes toward refugee resettlement: The case of Japan,non_us,abstract,we conducted a survey experiment in Japan,"US mentioned as earlier research, not current sample.",false,a41b51bc825038de0f793fd362a7843c4caef3af7d9d107dd347e05005ae0883,0c7b26813d2d315dab6fde56dc3b8d36385f9139d32d24dd20dfedea17bb5697,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/00223433221079455,24168107200|55091186500,Yusaku Horiuchi; Yoshikuni Ono,2,non_us,metadata,,,
85136531185,10.1177/23780231221115408,2022,Socius,The Norm of Wage Negotiations in the United States,us_explicit,abstract,quota sample of U.S. adults,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,505e155afb6e8d9447f784efd68f2ae76355f64dac1eca41073a2cc27f6482af,ccea28410693159cb948f67af9f48c1923799a8535aaff51643fe7859b282921,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/23780231221115408,36775562800,Blaine G. Robbins,1,us_explicit,metadata,,,
85136587321,10.1177/14789299221113188,2023,Political Studies Review,What Lies Beneath: Mediators of Public Support for International Economic Cooperation,us_explicit,abstract,survey-embedded experiment conducted in the United States and Germany,"Metadata directly identifies a US experimental population, setting, or findings attributed to Americans.",true,12e2134b3dc6d08a19adae4a248420f8616c9b5efb881faa4bfebb1bea17f547,3d32c6aa3017811e06bf81b07f224ecef3df4423af69d6e201cdf0ee79ff87fa,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/14789299221113188,36676605900,Gabriele Spilker,1,us_explicit,metadata,,,
85136722514,10.1093/jogss/ogac017,2022,Journal of Global Security Studies,"Citizens to Soldiers: Mobilization, Cost Perceptions, and Support for Military Action",us_inferred,abstract,in the US context,US military manpower policies frame experiment.,false,2914c2fa663316a62eea5b6f4b4d3331a31a4a32ff39700826f4d4fc43f38e7a,ddbaa93569d0e13a9916bfcd023ee4e5515a99c747050560808da7420ad4bceb,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1093/jogss/ogac017,12767146800,Douglas L. Kriner,1,us_inferred,metadata,,,
85137333494,10.1111/padm.12879,2023,Public Administration,The effect of human versus automated interaction on willingness to participate in government programs: The role of representation,unclear,abstract,,Available metadata does not locate the experimental sample.,false,f8592654e5e043c71d31ac4b90d2888c097601e0accf1ce114d73dc8b7d0da6b,e10d8c064929134d027579b2d8000666d885dcd47494ed4785ffdcc03c43dc6a,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1111/padm.12879,35784707400,Susan M. Miller,1,unclear,metadata,,,
85138248657,10.1080/10584609.2022.2109085,2022,Political Communication,The Fiscal Politics of Immigration: Expert Information and Concerns over Fiscal Drain,non_us,abstract,Original survey experiments in Japan,Study population or findings explicitly situated outside the US.,false,fd7cafec67d02da6408a3d2fd3d5c96168d043c99cc4a55d24013607ec99e476,cf34f4e6f2895d16b3a866cc157e68e7b3468a1c6a29dd4439597e10618d7d5a,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1080/10584609.2022.2109085,57205672554,Seiki Tanaka,1,non_us,metadata,,,
85138250666,10.1177/00220027221121139,2023,Journal of Conflict Resolution,Targeting and Public Opinion: An Experimental Analysis in Ukraine,non_us,abstract,survey experiment in the Donbas region of Ukraine,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,false,b9b767b5fc5ad52f4776460854ccb12b52bad1ce25ea7495933f1c84c7c3a425,787cc886ec03b9f5c983443484a08556c56556da557ad2c87d753c9126524f47,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/00220027221121139,24554597700,Geoffrey P. R. Wallace,1,non_us,metadata,,,
85138320659,10.1177/14648849221125412,2024,Journalism,Is news for men?: Effects of women’s participation in news-making on audience perceptions and behaviors,unclear,abstract,Results from a survey experiment,News avoidance and journalist gender do not identify respondent country.,false,4b1bdd05309aa70f0cad80715aa15eb28d1e06f39c73317b63730893c16e4d6f,821f43da0d2dd95d78135b5b37c9c68af9f25799ee3681a69f166de79dcf3b42,Codex (GPT-6),AI_assisted,2026-09-09,false,top100_2010_metadata_v1,https://doi.org/10.1177/14648849221125412,57203655130,Kathleen Searles,1,unclear,metadata,,,
85138434242,10.1177/07388942221124515,2023,Conflict Management and Peace Science,The lesser evil? Experimental evidence on the strength of nuclear and chemical weapon “taboos”,us_explicit,abstract,2350 American and British citizens,"Metadata directly identifies a US experimental population, setting, or findings attributed to Americans.",true,e8fa59a06f01dde6b48efeb5cd63a297f44733115f9b2927bd769261bde41d43,0c424b6cdea45a3c590eb2d69c37c36f46c935d467261d04614834dd85444f87,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/07388942221124515,55672957800|57220041117,Michal Smetana; Ondřej Rosendorf,2,us_explicit,metadata,,,
85139216162,10.1177/20531680221130695,2022,Research and Politics,Does affirming Black and Latino people as American weaken racial solidarity? A surprising “no” from two pre-registered experiments,us_inferred,abstract,Black and Latino individuals as American,US cultural identity and racial-solidarity experiment suggests US respondents.,false,33e69e0e03f316d06b6b66b505e243a51f466c11a7d2d50b075d3f918dfad45e,7d498bcfa975b34729cc80bfcf64b142ca754835c3ba8f6f0a29c1354c140335,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/20531680221130695,35183713000,Efrén O. Pérez,1,us_inferred,metadata,,,
85140277195,10.1521/soco.2022.40.4.396,2022,Social Cognition,DOES DELIBERATIVE THINKING INCREASE TOLERANCE? POLITICAL TOLERANCE TOWARD INDIVIDUALS WITH DUAL CITIZENSHIP,non_us,abstract,nationally representative sample of Dutch majority members,Study population or findings explicitly situated outside the US.,false,227330c6de49011f03d6d80cc2e7c1762c70fc1dd2e5c2261fe99f9a7df8a63f,c02223e2b03e380b51f069110ba5eeea3204025b993e7e8fd4ae3c02fcc51ba5,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1521/soco.2022.40.4.396,7006059165,Maykel Verkuyten,1,non_us,metadata,,,
85140278720,10.1017/XPS.2022.17,2023,Journal of Experimental Political Science,The Impact of Emotional versus Instrumental Reasons for Dual Citizenship on the Perceived Loyalty and Political Tolerance of Immigrant-Origin Minorities,non_us,abstract,nationally representative sample of native-born Dutch,Study population or findings explicitly situated outside the US.,false,59b925a2d69d60c935d0104b645c43e685ca909be3949ab67808cb6443edf5a9,79fe3454d62e90215017ada2462f5dfaf8d3bbb9d683f6f49e1a744c696a94f5,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1017/XPS.2022.17,7006059165,Maykel Verkuyten,1,non_us,metadata,,,
85140292533,10.1093/sf/soab004,2021,Social Forces,Intersecting Boundaries: Comparing Stereotypes of Native- and Foreign-Born Members of Ethnoracial Groups,us_explicit,abstract,survey experiment to compare Americans' stereotypes,"Metadata directly identifies a US experimental population, setting, or findings attributed to Americans.",false,3dd537e09f08142fd658e7f95c16700e6c8b7c3f18fac7e585bf86461e72b0cd,5c9e846e0929dd39fce76498dd1f0bf6952bd8c1b151fdb6453400109285a46f,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1093/sf/soab004,49861923700,Ariela Schachter,1,us_explicit,metadata,,,
85141125749,10.1007/s11109-022-09827-w,2024,Political Behavior,"Supporting Veterans: Source Cues, Issue Ownership,and the Electoral Benefits of Military Service",us_inferred,abstract,electoral value of veteran status in American politics,US candidate evaluation setting suggests US respondents.,false,b45c0b4346b169a4283c1e8b72003815dd7542c40430f9be23351878f04f34fe,5e93d75e3678e8a75b4e302e3a0119b32bda98dc283e749608cbd498485ba60c,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1007/s11109-022-09827-w,57952558700,Peter T. McLaughlin,1,us_inferred,metadata,,,
85141374427,10.1038/s41893-022-00984-8,2023,Nature Sustainability,Cross-national public acceptance of sustainable global supply chain policy instruments,us_inferred,abstract,12 largest OECD,US inclusion inferred from coverage of the 12 largest OECD importing countries; country list not given.,true,0b0c5d1479f3d9c37a686fe2f4ffb04bd8c37de0118fd650132732e5da40bca5,ccaf8311328769609591ae4e460cad90ee87e2d180dfc8df94f1ead361985e81,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1038/s41893-022-00984-8,6602110388,Thomas Bernauer,1,us_inferred,metadata,,,
85141907351,10.1017/XPS.2021.17,2022,Journal of Experimental Political Science,The Generalizability of Online Experiments Conducted During the COVID-19 Pandemic,us_explicit,abstract,13 quota samples of Americans,"Metadata directly identifies a US experimental population, setting, or findings attributed to Americans.",false,d898e9ab72f57afd7abab6f3d21680b456c227f3e4191dde01a5b16b3ea41965,caedb070d81d30cf03268dbe74403600bab6a961731992a63fb68912e86e4d03,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1017/XPS.2021.17,56590030100,Alexander Coppock,1,us_explicit,metadata,,,
85142142962,10.1371/journal.pone.0277493,2022,Plos One,Addressing vaccine hesitancy in developing countries: Survey and experimental evidence,non_us,abstract,both run in Papua New Guinea,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,false,08aa55320bc2b11b306658f2825b14966949baedbd22167255f1fc88df617f1d,cdfc09827465c1a5fb7ebda3db750ffa4d1fa5d108c3451682e8b2606b47c92b,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1371/journal.pone.0277493,57226018577,Christopher Hoy,1,non_us,metadata,,,
85142750388,10.1016/j.ssmph.2022.101295,2022,Ssm Population Health,Receptive to an authoritative voice? Experimental evidence on how patronizing language and stressing institutional sources affect public receptivity to nutrition information,non_us,abstract,high-quality Dutch probability sample,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,false,f52814778ecee7407eff5ea00a3f14e3bbb9b7ac7e0928ce7f20766107b67558,2a16e1221e0f78d1b37f2c506de5a66ea84f3dc7960cbbc053102aa02faf389b,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1016/j.ssmph.2022.101295,22836955000,Jeroen van der Waal,1,non_us,metadata,,,
85143226704,10.1007/s11558-022-09484-y,2023,Review of International Organizations,"International rankings and public opinion: Compliance, dismissal, or backlash?",non_us,abstract,Israeli public’s response,Israeli attitudes toward US rankings do not imply US participants.,false,99f801230d9727a468befb42a8d3c9503709f5fc38541bd8f3e1cfd74288ddc8,e7d80792e7694ea5a33d475c82761f914baab89923854074b21165790a5f4989,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1007/s11558-022-09484-y,56196951600,Omer Yair,1,non_us,metadata,,,
85143234663,10.1093/poq/nfac026,2022,Public Opinion Quarterly,The Domestic Impact of International Shaming,non_us,abstract,survey experiment in Sweden,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,false,1095d2c9056f79c52d5857e9a45fd2565959a0ca65cc66bdafc01b18e350d28d,c26c7abaa79610a5784240b37ecfbf8fed24dff45312fb3084b7560f21bd7289,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1093/poq/nfac026,6602533817,Jonas Tallberg,1,non_us,metadata,,,
85143607111,10.1017/rep.2022.18,2022,Journal of Race Ethnicity and Politics,Can Light Contact with the Police Motivate Political Participation? Evidence from Traffic Stops,unclear,abstract,,Available metadata does not locate the experimental sample.,false,eedb35d971216521364e4e6f69daf1655af2223d7c8a702860679fb4b9893a5c,ae64da3a3d4b9515698968d8ad63184be50a48529015524b5a82c42691356d56,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1017/rep.2022.18,55175754800,Leah Christiani,1,unclear,metadata,,,
85144761803,10.1016/j.ssresearch.2022.102839,2023,Social Science Research,Justice perceptions of sanctions for unemployed welfare recipients,non_us,abstract,factorial survey that asked German citizens,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,false,aad1fae9abbcd87b2b59fbbba617b1f51392a8767890eab298675b41ff334d20,90a424bf20fa72f5412c5cca29b130fca4214b8b19ad6c815facaf183d1cc9d8,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1016/j.ssresearch.2022.102839,17345249500,Martin Abraham,1,non_us,metadata,,,
85144972223,10.1093/isq/sqac069,2022,International Studies Quarterly,Algorithms and Influence Artificial Intelligence and Crisis Decision-Making,us_explicit,abstract,sample of US national security experts,"Metadata directly identifies a US experimental population, setting, or findings attributed to Americans.",false,75e2c92a487db003089cead9cde147bde51c5027dc79f924074a32f20bd29432,57a9b650b364af94a48c18374693c45ce98e8df816b3ad503d51fb5911634b51,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1093/isq/sqac069,23479932300,Erik Lin-Greenberg,1,us_explicit,metadata,,,
85145200849,10.1093/jogss/ogac024,2022,Journal of Global Security Studies,New Questions for an Old Alliance: NATO in Cyberspace and American Public Opinion,us_explicit,abstract,survey experiments to test American public opinion,"Metadata directly identifies a US experimental population, setting, or findings attributed to Americans.",false,b3b65205a82d9384b3c2a72b920a200f124d73abe0bcd8a80a38ed731cf02cdb,956f9e2f4f22153f446466e0ad41e52c3e11c30764dfdc6555441ae631dd82a6,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1093/jogss/ogac024,36713939500,Paul Musgrave,1,us_explicit,metadata,,,
85145327725,10.1007/s11109-022-09849-4,2024,Political Behavior,Perceived Motives of Public Diplomacy Influence Foreign Public Opinion,us_explicit,abstract,decrease American citizens’ support,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,7ea2c825c3a473ec05beb9b8714ab8e8d26fdc3120c0e666eaa38d5b34397407,4090ec47b1bf610aa4eed50e68b5059f9a90f6dfd7fdded2bd1b775b18532592,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1007/s11109-022-09849-4,24168107200,Yusaku Horiuchi,1,us_explicit,metadata,,,
85145409036,10.1177/13540661221143214,2023,European Journal of International Relations,Does Russian election interference damage support for US alliances? The case of Japan,non_us,abstract,survey experiment fielded in Japan,US democracy is treatment topic; Japanese sample.,false,d61e2670389a882d90b952396f4f07bdac8b2b0be6bd8d815f04c590b76b1336,a420869be1db376daa8d30b0c87c2e213148eaeaffd11d5ae5ccfb493d1d9a10,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/13540661221143214,24168107200,Yusaku Horiuchi,1,non_us,metadata,,,
85145825392,10.1007/s10597-022-01075-w,2023,Community Mental Health Journal,Public Stigma Toward Schizophrenia Within Latino Communities in the United States,us_explicit,title,Public Stigma Toward Schizophrenia Within Latino Communities in the United States,Title locates the study population or setting in the United States; abstract alone did not locate the sample.,false,d785374b8ac8f7be0b04a394bd285ce2be44bf0205cab3b925d69b08373ba33a,3935e6be035de654aff65d72071532b543332402e159fd1b607ff847ac49c8f8,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1007/s10597-022-01075-w,14832646600,Robin E. Gearing,1,us_explicit,metadata,,,
85146083795,10.1177/10776990221148987,2023,Journalism and Mass Communication Quarterly,Online Harassment and Hate Among Media Professionals: Reactions to One’s Own and Others’ Victimization,non_us,abstract,experiences of Finnish media professionals,Non-US study population or setting identified in the full abstract; no US experimental sample reported.,false,f3382a4010f483c7af7c8a97331f9e391265168c186f0a0277e441583bc1ebcd,fccba698ee54885514a94b6df8110065d19a52503bf95d6b7d056c5e3ab61e0f,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/10776990221148987,42161868700,Atte Oksanen,1,non_us,metadata,,,
85146218802,10.1080/1369183X.2023.2165485,2023,Journal of Ethnic and Migration Studies,Racial and gender stereotypes in immigration attitudes: evidence from China,non_us,title,immigration attitudes: evidence from China,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,false,428b3e39fce2177ed9d50d1acb17965a8e25b17a81671d16574d7e4d924e16a9,f218efb0fad8d5b5e006023c3961f0ccf88f95ecbd6507da1fb9bf5037569889,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1080/1369183X.2023.2165485,57226745341,Li Shao,1,non_us,metadata,,,
85146502704,10.1177/00223433221123369,2024,Journal of Peace Research,From plastic to peace: Overcoming public antipathy through environmental cooperation,non_us,abstract,Japanese respondents,Korean and Japanese participant responses are reported; no US sample identified.,false,f9890a7dc3bf8f5b2ce5f081cc13141510644ad223909f06563374845def5f5e,89c6b488155247ce9e09d818f718d7cb2e1b41644d292051b5bcaf71ab70ec0b,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/00223433221123369,57206937457,Azusa Uji,1,non_us,metadata,,,
85146833340,10.3389/fpsyg.2022.1064442,2023,Frontiers in Psychology,Cooperative behavior in the workplace: Empirical evidence from the agent-deed-consequences model of moral judgment,non_us,abstract,a Germany-wide sample of employed respondents,The workplace experiment explicitly sampled employed people in Germany.,false,5c6f7b05675b3d8be456bb8834bf9ef38727c26079f21b8d84c9ddc872eb4c21,e9f76f86c3c74624334eccbcf6e72ef6c6f8e5ec85471a8fc27a43da27ba09c3,Codex (GPT-6),AI_assisted,2026-09-09,false,top100_2010_metadata_v1,https://doi.org/10.3389/fpsyg.2022.1064442,56063862300,Sebastian Sattler,1,non_us,metadata,,,
