identity,scopus_id,all_scopus_ids,metadata_scopus_id,doi,title,year,journal,source_id,authids,first_authid,last_authid,byline_complete,n_authors,byline_issue,metadata_source,metadata_retrieved_at,current_raw,original_query,narrower_query,current_published_credited,current_local_phrase_verified
doi:10.1080/0163853x.2023.2196915,85153512434,85153512434,85153512434,10.1080/0163853x.2023.2196915,Representation of predictive inferences when multiple alternatives are available,2023,Discourse Processes,25989,57200037459|55424099800,57200037459,55424099800,true,2,,private/query_rankings_2026_09_10/requests/3c625c992ecf46681757e1e0a8dbf681333bc75b50d6c339a75ca5a5e95c6f63.json,2026-09-10T14:05:13.474388+00:00,false,true,false,false,
doi:10.1080/0163853x.2026.2714813,105048031949,105048031949,105048031949,10.1080/0163853x.2026.2714813,Do redundancy-driven inferences arise spontaneously during comprehension?,2026,Discourse Processes,25989,58620396400|6603238307,58620396400,6603238307,true,2,,private/query_rankings_2026_09_10/requests/483993b839a30dee208f0f7eadc2fb2f472e9bc954659431f3d550b3ab17fc5f.json,2026-09-10T14:05:20.692204+00:00,false,true,true,false,
doi:10.1080/01639625.2016.1197656,84984907254,84984907254,84984907254,10.1080/01639625.2016.1197656,Stages of Sexual Grooming: Recognizing Potentially Predatory Behaviors of Child Molesters,2017,Deviant Behavior,14293,57069797000|8602816500,57069797000,8602816500,true,2,,private/cache/query_revision_2026_09_10/490efd55802be59c1a855b96757c390bc39ef23d331f85716b9cc62f9efae89a.json,2026-09-10T11:02:23.221869+00:00,false,true,true,false,
doi:10.1080/01639625.2017.1411046,85037701666,85037701666,85037701666,10.1080/01639625.2017.1411046,"“Violent propensity, strain, and violent intentions: a test of Agnew’s revised conditioning hypothesis”",2019,Deviant Behavior,14293,55611791000,55611791000,55611791000,true,1,,private/cache/search/c62f2b78d735194435313f8ea32f7dd3497ba95ea10ad24cda5b7b9d46be447b.json,2026-09-08T09:56:29.355110+00:00,true,true,true,true,true
doi:10.1080/01639625.2018.1431183,85041576760,85041576760,85041576760,10.1080/01639625.2018.1431183,Why Should I Help You? Man Up! Bystanders’ Gender Stereotypic Perceptions of a Cyberbullying Incident,2019,Deviant Behavior,14293,35444997000|57196886614|57200539464,35444997000,57200539464,true,3,,private/cache/participant_guards_2026_09_10/c8af0eb15e93152258b8911ba1b47145bd2a39c6eab31adfebaa9ffcdf868fa8.json,2026-09-10T11:58:01.644676+00:00,false,true,true,false,
doi:10.1080/01639625.2018.1432683,85041221626,85041221626,85041221626,10.1080/01639625.2018.1432683,“Can I take out my penis?” Navigating Sex and Intimacy in the Workplace: An Empirical Test of Black’s Theory of Conflict,2019,Deviant Behavior,14293,56921553800,56921553800,56921553800,true,1,,private/cache/search/8832e2411ca5df9b4589e49cf4549860d31c45761f30b8ad470faae82326b529.json,2026-09-08T09:56:27.524998+00:00,true,true,true,true,true
doi:10.1080/01639625.2019.1706140,85076914127,85076914127,85076914127,10.1080/01639625.2019.1706140,"Race, Gender, and Homelessness Stigma: Effects of Perceived Blameworthiness and Dangerousness",2021,Deviant Behavior,14293,6701470867|57212513431,6701470867,57212513431,true,2,,private/cache/search/f91759cb9d4b1a37aefbaac0a5c979c45b77f85a3acfafb340408c78489b7693.json,2026-09-08T09:40:35.200171+00:00,true,true,true,true,true
doi:10.1080/01639625.2020.1738640,85081260508,85081260508,85081260508,10.1080/01639625.2020.1738640,Ethical Decisions between the Conflicting Priorities of Legality and Group Loyalty: Scrutinizing the “Code of Silence” among Volunteer Firefighters with a Vignette-Based Factorial Survey,2021,Deviant Behavior,14293,57215578290|6507541203,57215578290,6507541203,true,2,,private/cache/search/23c9edacf79abbf71e4ea83fb4063f0bc930d736b59d9a2f7005d66696f9f03f.json,2026-09-08T09:56:34.204350+00:00,true,true,true,true,true
doi:10.1080/01639625.2021.1990739,85117475822,85117475822,85117475822,10.1080/01639625.2021.1990739,Good People Commit Bad Deeds Together: A Factorial Survey on the Moral Antecedents of Situational Deviance in Peer Groups,2022,Deviant Behavior,14293,57215578290,57215578290,57215578290,true,1,,private/cache/search/a5322b993d0984f20aa1d24c02bb729a2716f735303f29a14d0f9e5ca0fd9b08.json,2026-09-08T09:56:36.144674+00:00,true,true,true,true,true
doi:10.1080/01639625.2023.2209692,85158850487,85158850487,85158850487,10.1080/01639625.2023.2209692,Understanding Public Preferences for Policing Homeless Individuals in the United States: Results from a National Survey,2023,Deviant Behavior,14293,49561019400|7402850115|6602455593|36469243000,49561019400,36469243000,true,4,,private/cache/search/00bdb238f06cf6079b71401b7265406fe5e490020e19db7a1ee66dc6f8f3ef3e.json,2026-09-08T09:40:50.802264+00:00,true,true,true,true,true
doi:10.1080/01639625.2023.2294081,85180176379,85180176379,85180176379,10.1080/01639625.2023.2294081,From Taboo to Tolerance: Exploring the Complexities of Moral Judgments Toward Drug Use,2024,Deviant Behavior,14293,57222631283,57222631283,57222631283,true,1,,private/cache/search/712bab077aa054b161a66839dd4831a59b97732a4de5b4e14147a0ee27198282.json,2026-09-08T09:41:29.600106+00:00,true,true,true,true,true
doi:10.1080/01639625.2024.2407434,85205080594,85205080594,85205080594,10.1080/01639625.2024.2407434,Endorsing Deviance: Examining the Influence of Legitimacy and Injustice on Responses to Strain,2025,Deviant Behavior,14293,36971197300,36971197300,36971197300,true,1,,private/cache/search/dbc6909e55bffc7ce49678d55aff0826d5088275463da3e41a476e60efa62792.json,2026-09-08T10:52:12.310389+00:00,true,true,true,true,true
doi:10.1080/01639625.2025.2573416,105019795004,105019795004,105019795004,10.1080/01639625.2025.2573416,"Legitimacy, Brutalization, and the Acceptability of Violence: Evidence from the Death Penalty and Fatal Officer-Involved Shootings",2025,Deviant Behavior,14293,57223025460|56459055000,57223025460,56459055000,true,2,,private/cache/search/f3b2275699c4490140ab815fb8cc4d73bb9b3593cb2d24bd428662b3b18ddfe8.json,2026-09-08T09:42:01.480908+00:00,true,true,true,true,true
doi:10.1080/01900692.2014.952825,84936847033,84936847033,84936847033,10.1080/01900692.2014.952825,Does User Co-Production of Public Service Delivery Increase Satisfaction and Trust? Evidence From a Vignette Experiment,2015,International Journal of Public Administration,4700151710,55917874700,55917874700,55917874700,true,1,,private/cache/search/3da6bab177e7b81a645ceb3a20628e1d7c0e86dce9173395640b687fe2d0d67b.json,2026-09-09T07:53:05.620618+00:00,true,true,true,true,true
doi:10.1080/01900692.2015.1076002,84961214117,84961214117,84961214117,10.1080/01900692.2015.1076002,Understanding the Regulatory Thicket: Interactions Among State Environmental Regulators and Regulatees,2017,International Journal of Public Administration,4700151710,34873048800|36816343900|35099455400,34873048800,35099455400,true,3,,private/cache/search/7236563435aa79b8aa96880c6c55e3a416ce9d9ed574fe275784aa91d4e972d4.json,2026-09-08T10:52:05.413887+00:00,true,true,true,true,true
doi:10.1080/01900692.2019.1672182,85074348010,85074348010,85074348010,10.1080/01900692.2019.1672182,Digital Communication of Public Service Information and its Effect on Citizens’ Perception of Received Information,2021,International Journal of Public Administration,4700151710,56596698600,56596698600,56596698600,true,1,,private/cache/search/f91759cb9d4b1a37aefbaac0a5c979c45b77f85a3acfafb340408c78489b7693.json,2026-09-08T09:40:35.200171+00:00,true,true,true,true,true
doi:10.1080/01900692.2024.2369621,85197309686,85197309686,85197309686,10.1080/01900692.2024.2369621,Elected Executives’ Preferences for Performance Assessment: A Survey Experiment with Colombian Mayors,2025,International Journal of Public Administration,4700151710,26530834200|57200642743|58093323700,26530834200,58093323700,true,3,,private/cache/search/32780760749c389d51812e62b5c54e56f45e5a084cf106dcc8d8f2ce8b8c5a51.json,2026-09-08T09:41:48.890114+00:00,true,true,true,true,true
doi:10.1080/01900692.2024.2407568,85206145252,85206145252,85206145252,10.1080/01900692.2024.2407568,Framing Effects of Emphasis and Form in Emergency Communication: A Study of Preventive Behaviors during the COVID-19 Pandemic in Japan,2025,International Journal of Public Administration,4700151710,57195562641,57195562641,57195562641,true,1,,private/cache/search/d282790722b51fc56e033780efc05df79b554667b6cb57a9562b9bc64ac9e233.json,2026-09-08T09:41:45.284198+00:00,true,true,true,true,true
doi:10.1080/01900692.2025.2464831,85219679864,85219679864,85219679864,10.1080/01900692.2025.2464831,Leader and Peer Influence: Unraveling the Impact of Ethical and Unethical Behaviors on Civil Servants’ Motivation in the Kyrgyz Republic,2026,International Journal of Public Administration,4700151710,59667667700|59668270100|35345036700,59667667700,35345036700,true,3,,private/cache/search/b305b2bfc639e8a9b660ce2d1a8f99c55f770c1ca06ee472a6143147fd547e48.json,2026-09-08T09:41:42.028636+00:00,true,true,true,true,true
doi:10.1080/01900692.2025.2507971,105007016553,105007016553,105007016553,10.1080/01900692.2025.2507971,Assessing Innovation and Performance in Public Services: Impact on Citizen Satisfaction in Local Governments,2026,International Journal of Public Administration,4700151710,57226643640,57226643640,57226643640,true,1,,private/cache/search/c0a4495a9245b8d49292ea092cc17924571ebe3efd1c604c8135361c92f419ce.json,2026-09-08T09:42:31.671225+00:00,true,true,true,true,true
doi:10.1080/01900692.2025.2608798,105028175945,105028175945,105028175945,10.1080/01900692.2025.2608798,The Moderating Role of Personality on Municipal Managers’ Conflict Management Strategies: Evidence from a Factorial Experiment,2026,International Journal of Public Administration,4700151710,56086202300|56086302700|55334287000,56086202300,55334287000,true,3,,private/cache/search/2c1489a43e22f3b0209afb54f21db95bf8c253a483c3854aebf219033797009d.json,2026-09-08T09:42:22.696177+00:00,true,true,true,true,true
doi:10.1080/01972243.2011.548695,79952419243,79952419243,79952419243,10.1080/01972243.2011.548695,Who's responsible for the digital divide? Public perceptions and policy implications,2011,Information Society,15136,37013117800|7006408547|7102070921,37013117800,7102070921,true,3,,private/cache/search/2e8fa32b51bdf1a90cd2084ee9792e2d7074971da816f1ea815c904c19769c44.json,2026-09-09T07:53:00.213252+00:00,true,true,true,true,true
doi:10.1080/01973533.2011.637480,84863117576,84863117576,84863117576,10.1080/01973533.2011.637480,How Judgments Change Following Comparison of Current and Prior Information,2012,Basic and Applied Social Psychology,12088,7004215936|7202708025|35481713600|7406356601,7004215936,7406356601,true,4,,private/query_rankings_2026_09_10/requests/4c3a1de764a2d93e1d63515f5e485288d9d3d40f3b1eea708f39118a8efce618.json,2026-09-10T14:04:55.896345+00:00,false,true,false,false,
doi:10.1080/01973533.2013.785402,84878661854,84878661854,84878661854,10.1080/01973533.2013.785402,"A Further Test of the ""Party Over Policy"" Effect: Political Leadership and Ethnic Minority Policies",2013,Basic and Applied Social Psychology,12088,7006059165|35558935000,7006059165,35558935000,true,2,,private/cache/search/7326c30a0ca29a42ddeea493085d07c251f9aef887de2b4de5d64d275b4b2892.json,2026-09-09T07:53:01.922479+00:00,true,true,true,true,true
doi:10.1080/01973533.2014.996224,84925137431,84925137431,84925137431,10.1080/01973533.2014.996224,Ambivalent Sexism in Context: Hostile and Benevolent Sexism Moderate Bias Against Female Drivers,2015,Basic and Applied Social Psychology,12088,55332381400|28568156600|6603004345,55332381400,6603004345,true,3,,private/cache/query_revision_2026_09_10/b97f37bc44842ceb23413434852876223bae6180e4cc5a969a9a84fef7f01e07.json,2026-09-10T11:02:28.649188+00:00,false,true,true,false,
doi:10.1080/01973533.2023.2275071,85177568334,85177568334,85177568334,10.1080/01973533.2023.2275071,Perpetrator-Targeted Reciprocated Incivility: The Investigation of the Incivility Spiral and the Effects of Agreeableness as a Moderator,2024,Basic and Applied Social Psychology,12088,58080301800|57215811576|7003335274|58705895100|58706192700,58080301800,58706192700,true,5,,private/cache/search/165a0a6d714df988b5f1bbd293088c5df30ff00d082db8c893f6d5d75d69d38f.json,2026-09-08T09:41:31.550777+00:00,true,true,true,true,true
doi:10.1080/02640414.2019.1665876,85073593978,85073593978,85073593978,10.1080/02640414.2019.1665876,Changing attitudes and intentions related to doping: An analysis of individual differences in need for cognition,2019,Journal of Sports Sciences,21090,8963173700|56555961200|57195985902|57211352458,8963173700,57211352458,true,4,,private/cache/query_revision_2026_09_10/b949db6b63577f9d4890108ec2bc44f00668f60548988b94e0f0ddd90c5c813e.json,2026-09-10T11:02:18.106312+00:00,false,true,true,false,
doi:10.1080/02640414.2020.1776930,85086905298,85086905298,85086905298,10.1080/02640414.2020.1776930,A meta-cognitive approach to doping in sports: The effects of thought validation on attitudes related to doping,2020,Journal of Sports Sciences,21090,8963173700|56555961200|57195985902|57225323250,8963173700,57225323250,true,4,,private/query_rankings_2026_09_10/requests/36f3abe2632594fb60b591b1b17db4a28c51a5f91b486152c9aedfe3cbd6a2f8.json,2026-09-10T14:05:06.462484+00:00,false,true,true,false,
doi:10.1080/02640414.2024.2307757,85184196386,85184196386,85184196386,10.1080/02640414.2024.2307757,The meta-cognitive role of thought morality in attitude change and behavioural intentions related to doping,2023,Journal of Sports Sciences,21090,8963173700|58504300600,8963173700,58504300600,true,2,,private/cache/query_revision_2026_09_10/7b34b248347d5f82de00b8cf82e3820a7572599765fa985b46411f4703bb5e53.json,2026-09-10T11:02:09.475429+00:00,false,true,true,false,
doi:10.1080/02642069.2025.2453676,86000010290,86000010290,86000010290,10.1080/02642069.2025.2453676,"More polite, more immoral: how does politeness in service robots influence consumer moral choices?",2026,Service Industries Journal,24928,56088815300|59090954000|57285476100|57205262108,56088815300,57205262108,true,4,,private/cache/search/b305b2bfc639e8a9b660ce2d1a8f99c55f770c1ca06ee472a6143147fd547e48.json,2026-09-08T09:41:42.028636+00:00,true,true,true,true,true
doi:10.1080/02642069.2025.2460597,85217042951,85217042951,85217042951,10.1080/02642069.2025.2460597,"To whom does service robot anthropomorphism appeal? The roles of customer social context, power, and perceived social connectedness",2026,Service Industries Journal,24928,57210246950|57918651400|57203994890|13606837900|59544670500,57210246950,59544670500,true,5,,private/cache/participant_guards_2026_09_10/1c984aa77746662b8ec92a101e394ee82f416fe30b49ff81ff0c1283b0a58b29.json,2026-09-10T11:58:03.397485+00:00,false,true,true,false,
doi:10.1080/02642069.2026.2681051,105041168703,105041168703,105041168703,10.1080/02642069.2026.2681051,Good stress or bad stress? A dual-pathway model of how AI-induced technostress shapes employee resilience,2026,Service Industries Journal,24928,57224741762|59653631200|59653631100|57221362849,57224741762,57221362849,true,4,,private/cache/search/0519aeb3afdeeead6a1fd40608e97aad30970a48a0947e45a01fed58a630c557.json,2026-09-08T09:41:59.182893+00:00,true,true,true,true,true
doi:10.1080/02673037.2011.559724,79956328922,79956328922,79956328922,10.1080/02673037.2011.559724,Understanding the psychosocial impacts of housing type: Qualitative evidence from a housing and regeneration intervention,2011,Housing Studies,13854,36666238600|7102665660|7006464748|7005745484,36666238600,7005745484,true,4,,private/query_rankings_2026_09_10/requests/3ad0ec84d52798684f830ec888b8ebaaf4377701be16660b846173480ddb7a1b.json,2026-09-10T14:04:54.504697+00:00,false,true,true,false,
doi:10.1080/02673037.2018.1520820,85056098779,85056098779,85056098779,10.1080/02673037.2018.1520820,Citizen support for spending to reduce homelessness in Canada’s largest urban centres,2019,Housing Studies,13854,42761238500|58595851500,42761238500,58595851500,true,2,,private/cache/search/67b92f4b3468c07c5767b13a5d55bf3c7dda6df14838fe05bad0f3c0d09410fb.json,2026-09-08T09:39:37.776235+00:00,true,true,true,true,true
doi:10.1080/02673037.2022.2101630,85135277158,85135277158,85135277158,10.1080/02673037.2022.2101630,Framing affordable housing: an experimental test of changing attitudes,2024,Housing Studies,13854,57192073337|6508243528,57192073337,6508243528,true,2,,private/cache/search/2e82c28e2abd7ff29359bc205d7daba36147484ec7f36bc3c649afd2aaf34b16.json,2026-09-08T09:41:39.773252+00:00,true,true,true,true,true
doi:10.1080/02673037.2023.2170989,85147666141,85147666141,85147666141,10.1080/02673037.2023.2170989,Reducing ethnic discrimination in rental applications: the development of a training intervention,2024,Housing Studies,13854,57219294843|57188922642|17433889900|57196076952|54685261800,57219294843,54685261800,true,5,,private/cache/search/ded9bf40c6ed519960d48027c7c16629dbbd2884adab264a1d3e8c04c9b7f509.json,2026-09-08T09:41:38.114153+00:00,true,true,true,true,true
doi:10.1080/02699930903172161,77957736788,77957736788,77957736788,10.1080/02699930903172161,Level of processing modulates benefits of writing about stressful events: Comparing generic and specific recall,2010,Cognition and Emotion,12858,57182368800|7003789358|7003689427,57182368800,7003689427,true,3,,private/query_rankings_2026_09_10/requests/dd58782896c4b9e26e0451535375cb76d872554c0a2ac2f2c57667f41ff70067.json,2026-09-10T14:04:54.412343+00:00,false,true,false,false,
doi:10.1080/02699931.2011.567773,84858244025,84858244025,84858244025,10.1080/02699931.2011.567773,Just an anger synonym? Moral context influences predictors of disgust word use,2012,Cognition and Emotion,12858,58461336500|6603443503|55087993000,58461336500,55087993000,true,3,,private/query_rankings_2026_09_10/requests/df422a4218d209bb54e8bf1ad34673abac9d85a3661f3936a5f8a23d17afb661.json,2026-09-10T14:04:54.303165+00:00,false,true,true,false,
doi:10.1080/02699931.2019.1625307,85066778684,85066778684,85066778684,10.1080/02699931.2019.1625307,Please empathize! Instructions to empathise strengthen response facilitation after pain observation,2020,Cognition and Emotion,12858,57191992186|9335749400,57191992186,9335749400,true,2,,private/query_rankings_2026_09_10/requests/eb2bb8e8df8743cd844abd16db06177f3a2e415b56fb0fe3cd8f69c47f0c8c5d.json,2026-09-10T14:05:03.589268+00:00,false,true,false,false,
doi:10.1080/02699931.2019.1697647,85076420910,85076420910,85076420910,10.1080/02699931.2019.1697647,Paths to positivity: the relationship of age differences in appraisals of control to emotional experience,2020,Cognition and Emotion,12858,57203498959|6507399574,57203498959,6507399574,true,2,,private/query_rankings_2026_09_10/requests/3bf5971c8e8753bc31a5525d6e3fdb24cd0197b42fe8bfc88df71e0ecbe50f21.json,2026-09-10T14:05:04.818490+00:00,false,true,true,false,
doi:10.1080/02699931.2021.1987862,85117254892,85117254892,85117254892,10.1080/02699931.2021.1987862,"An eye-tracking study examining the relationship between males’ eating disorder symptomatology, body mass index, and expectations about character behaviour in text",2021,Cognition and Emotion,12858,57202649991|57297509200|6603238307,57202649991,6603238307,true,3,,private/query_rankings_2026_09_10/requests/af8032fe05a6ed8059e81a04f4e8c85b4ef464b29430cf70c1cb06a2eb29c265.json,2026-09-10T14:05:10.020579+00:00,false,true,true,false,
doi:10.1080/02699931.2022.2118237,85137741923,85137741923,85137741923,10.1080/02699931.2022.2118237,Gratitude endures while indebtedness persuades: investigating the unique influences of gratitude and indebtedness in helping,2022,Cognition and Emotion,12858,57195980753|57214061454|57195980455|59061488200|16198199200,57195980753,16198199200,true,5,,private/cache/search/ced89a6746c12a783a116c87fabd26fdab9a7843226d17af85b85473357a0afe.json,2026-09-08T09:40:36.885238+00:00,true,true,true,true,true
doi:10.1080/02699931.2022.2152430,85143686046,85143686046,85143686046,10.1080/02699931.2022.2152430,"Angry populists or concerned citizens? How linguistic emotion ascriptions shape affective, cognitive, and behavioural responses to political outgroups",2023,Cognition and Emotion,12858,58000309000|57191657991|8868777700,58000309000,8868777700,true,3,,private/cache/search/fce277f820b68244b228fd0c5b483282c79bcb136a10d03d535c3942adcdf5ec.json,2026-09-08T09:40:54.261604+00:00,true,true,true,true,true
doi:10.1080/02699931.2022.2162004,85145455937,85145455937,85145455937,10.1080/02699931.2022.2162004,Implicit angry faces interfere with response inhibition and response adjustment,2023,Cognition and Emotion,12858,57221483220|57191998351,57221483220,57191998351,true,2,,private/query_rankings_2026_09_10/requests/411695d374031125bdfa54ff4c8afb7e44efa36bc558525c10317647e1607aaa.json,2026-09-10T14:05:12.431360+00:00,false,true,false,false,
doi:10.1080/02699931.2023.2216446,85160045248,85160045248,85160045248,10.1080/02699931.2023.2216446,Reappraisal affordances: a replication of Suri et al. (2018) and investigation of alternate predictors of reappraisal choice,2023,Cognition and Emotion,12858,6506305282|57224440328|58286787500,6506305282,58286787500,true,3,,private/query_rankings_2026_09_10/requests/5307fb3d34813e7bbd28fc647b0e819b482265f0c8b5e7fb57a0027820be3abf.json,2026-09-10T14:05:13.694824+00:00,false,true,true,false,
doi:10.1080/02699931.2025.2566298,105017973348,105017973348,105017973348,10.1080/02699931.2025.2566298,Unpacking reappraisal: different appraisal shifts underlie reappraisal effects on valence and activation,2026,Cognition and Emotion,12858,60129621800|60129391500|56524601900|55043178700,60129621800,55043178700,true,4,,private/query_rankings_2026_09_10/requests/a78133d74d24d203a487ebd715b14deb5dda0d3117ea0a725e92b20e3ebddb81.json,2026-09-10T14:05:18.721386+00:00,false,true,true,false,
doi:10.1080/02699931.2026.2632965,105032125159,105032125159,105032125159,10.1080/02699931.2026.2632965,Dissociable impacts of biological and functional framings of depression: an experimental approach,2026,Cognition and Emotion,12858,57076774100|59347265000|60438953100|60438726100|59347670100|59347808900|7801355675|54581604100,57076774100,54581604100,true,8,,private/cache/search/1277754ace84f13470bc82d53d940a5aa4c36dfac65c77d16df19e4c938b020e.json,2026-09-08T09:42:17.113595+00:00,true,true,true,true,true
doi:10.1080/02699931.2026.2647351,105034021141,105034021141,105034021141,10.1080/02699931.2026.2647351,Moral anger accelerates misinformation sharing: evidence from experimental manipulations and hierarchical drift-diffusion modelling,2026,Cognition and Emotion,12858,60139868300|52464935400|60535957200|57192063087,60139868300,57192063087,true,4,,private/query_rankings_2026_09_10/requests/732ea62e7ce3cd92e78c11419e19e2241961e9454938f73cc54de5653703415e.json,2026-09-10T14:05:19.317223+00:00,false,true,true,false,
doi:10.1080/02699931.2026.2704697,105045805791,105045805791,105045805791,10.1080/02699931.2026.2704697,Implementing cognitive strategies for interpersonal esteem enhancement,2026,Cognition and Emotion,12858,58188820300|9636777800,58188820300,9636777800,true,2,,private/query_rankings_2026_09_10/requests/483993b839a30dee208f0f7eadc2fb2f472e9bc954659431f3d550b3ab17fc5f.json,2026-09-10T14:05:20.692204+00:00,false,true,true,false,
doi:10.1080/02739615.2014.850879,84894142099,84894142099,84894142099,10.1080/02739615.2014.850879,"Parental acceptance of treatments for insomnia in children with attention-deficit/hyperactivity disorder, autistic spectrum disorder, and their typically developing peers",2014,Children S Health Care,29216,56038922000|7005827944|7404426611,56038922000,7404426611,true,3,,private/cache/query_revision_2026_09_10/b97f37bc44842ceb23413434852876223bae6180e4cc5a969a9a84fef7f01e07.json,2026-09-10T11:02:28.649188+00:00,true,false,false,false,false
doi:10.1080/02791072.2015.1076090,84944352994,84944352994,84944352994,10.1080/02791072.2015.1076090,Attitudes toward Substance Abuse Clients: An Empirical Study of Clinical Psychology Trainees,2015,Journal of Psychoactive Drugs,25319,56845665800|56564119800|7005010087,56845665800,7005010087,true,3,,private/query_rankings_2026_09_10/requests/9e652445f6a6c6cac7e20d19e3de25e4cbd9d4fb9120f48df369395f68a2d38b.json,2026-09-10T14:04:57.784705+00:00,false,true,true,false,
doi:10.1080/03004430.2019.1651307,85070526668,85070526668,85070526668,10.1080/03004430.2019.1651307,Male caregivers in child daycare: why so few?,2023,Early Child Development and Care,24575,8740286800|57210369121|57210377056|57210376251|57210377477|57210371192|57210373620,8740286800,57210373620,true,7,,private/query_rankings_2026_09_10/requests/4acfefe5466376f147cc984893ed2ffc092236be6c91040f86bb40dcb091c610.json,2026-09-10T14:05:04.777343+00:00,false,true,true,false,
doi:10.1080/03050629.2013.863195,84894236562,84894236562,84894236562,10.1080/03050629.2013.863195,Flip-Flops and High Heels: An Experimental Analysis of Elite Position Change and Gender on Wartime Public Support,2014,International Interactions,25794,9336727400|7006656565,9336727400,7006656565,true,2,,private/cache/search/00770c0fe203ed7399e3c04e9e4405cc9b9237d12039052c9bc5ad7fc5bd46f1.json,2026-09-09T07:53:10.281389+00:00,true,true,true,true,true
doi:10.1080/03050629.2014.899219,84902531171,84902531171,84902531171,10.1080/03050629.2014.899219,Nativism or Economic Threat: Attitudes Toward Immigrants During the Great Recession,2014,International Interactions,25794,55430302000|56205186900,55430302000,56205186900,true,2,,private/cache/search/5d973218f61fbf11f0d5afcff30d203cc83d77df578cb8b331b39338466d46e4.json,2026-09-09T07:53:08.713251+00:00,true,true,true,true,true
doi:10.1080/03050629.2014.899223,84902524523,84902524523,84902524523,10.1080/03050629.2014.899223,"Surveys, Experiments, and the Landscape of International Political Economy",2014,International Interactions,25794,8840170000,8840170000,8840170000,true,1,,private/query_rankings_2026_09_10/requests/0e43d79bc7bab485541039cb4c0e8ff85ec63bbc98d5b20d73a75ea53bd7c464.json,2026-09-10T14:04:57.495840+00:00,false,true,true,false,
doi:10.1080/03050629.2014.899227,84902468962,84902468962,84902468962,10.1080/03050629.2014.899227,"Reputations, Perceptions, and International Economic Agreements",2014,International Interactions,25794,54789733900|54883320000,54789733900,54883320000,true,2,,private/cache/search/5d973218f61fbf11f0d5afcff30d203cc83d77df578cb8b331b39338466d46e4.json,2026-09-09T07:53:08.713251+00:00,true,true,true,true,true
doi:10.1080/03050629.2014.899228,84902523758,84902523758,84902523758,10.1080/03050629.2014.899228,Globalization and Domestic Trade Policy Preferences: Foreign Frames and Mass Support for Agriculture Subsidies,2014,International Interactions,25794,7201410528|57207434745,7201410528,57207434745,true,2,,private/cache/search/5d973218f61fbf11f0d5afcff30d203cc83d77df578cb8b331b39338466d46e4.json,2026-09-09T07:53:08.713251+00:00,true,true,true,true,true
doi:10.1080/03050629.2014.900614,84902437963,84902437963,84902437963,10.1080/03050629.2014.900614,"Survey Research in International Political Economy: Motivations, Designs, Methods",2014,International Interactions,25794,12446550300,12446550300,12446550300,true,1,,private/cache/search/5d973218f61fbf11f0d5afcff30d203cc83d77df578cb8b331b39338466d46e4.json,2026-09-09T07:53:08.713251+00:00,true,true,true,true,true
doi:10.1080/03050629.2014.902816,84902482113,84902482113,84902482113,10.1080/03050629.2014.902816,In Times of Crisis: The Conditions of Pocketbook Effects,2014,International Interactions,25794,55001707300,55001707300,55001707300,true,1,,private/query_rankings_2026_09_10/requests/0e43d79bc7bab485541039cb4c0e8ff85ec63bbc98d5b20d73a75ea53bd7c464.json,2026-09-10T14:04:57.495840+00:00,false,true,true,false,
doi:10.1080/03050629.2016.1200572,84978085703,84978085703,84978085703,10.1080/03050629.2016.1200572,"Seeing the Lexus for the Olive Trees? Public Opinion, Economic Interdependence, and Interstate Conflict",2017,International Interactions,25794,57205672554|55917294300|6603569863,57205672554,6603569863,true,3,,private/cache/search/57799189c171117db2f071420d4d42290cf06ce945998e1d0f99c571b6de1a0a.json,2026-09-08T09:39:40.212094+00:00,true,true,true,true,true
doi:10.1080/03050629.2017.1316268,85018429598,85018429598,85018429598,10.1080/03050629.2017.1316268,"Signaling Resolve: Leaders, Reputations, and the Importance of Early Interactions",2018,International Interactions,25794,57194028639,57194028639,57194028639,true,1,,private/cache/search/4f6a1835251f39b5e46ff034332841ea2f51b5abfc310de0e2597c696be5513d.json,2026-09-08T09:39:48.718409+00:00,true,true,true,true,true
doi:10.1080/03050629.2018.1408012,85035364736,85035364736,85035364736,10.1080/03050629.2018.1408012,Attitudes toward Consent-Based and Non-Consent-Based International Law in a Regional Power Context,2018,International Interactions,25794,57197855117|16318746700|35858619900|35861891200,57197855117,35861891200,true,4,,private/cache/search/da7368cfec0dedd26a6e5974cc6fe8857a2b176908d09e7b1cfac367bd5e8e26.json,2026-09-08T09:39:39.637921+00:00,true,true,true,true,true
doi:10.1080/03050629.2019.1610748,85065802591,85065802591,85065802591,10.1080/03050629.2019.1610748,Foreign policy begins at home: the local origin of support for US democracy promotion,2019,International Interactions,25794,56501750000|55603014300|36667039200,56501750000,36667039200,true,3,,private/cache/search/e70b27c8a25d0ef1516533dbecc14fb1850815507e3e654b32b671afada4540b.json,2026-09-08T09:39:39.498460+00:00,true,true,true,true,true
doi:10.1080/03050629.2020.1743990,85083555697,85083555697,85083555697,10.1080/03050629.2020.1743990,Two sides of the same coin: can campaigns generate support for both human rights and retributive violence?,2020,International Interactions,25794,57216455812|26032609100|9635533100|35794652300,57216455812,35794652300,true,4,,private/cache/search/eb90b427e5b276ea461badf51a872cf52a72f135efc78ffb27a6a33740b5c1bf.json,2026-09-08T09:40:05.206915+00:00,true,true,true,true,true
