queue_position,batch,scopus_id,suggested_filename,title,year,journal,doi,article_url,credited_researchers,n_credited_researchers,rationale,question,requested_evidence,openalex_id,oa_status,acquisition_status,source_url,source_sha256,identity_check,checked_at,n_attempted_urls,open_location_found,open_location_url,reason,downloaded_filename,pdf_kind
91,10,85066605513,85066605513.pdf,Language Heightens the Political Salience of Ethnic Divisions,2019,Journal of Experimental Political Science,10.1017/XPS.2018.27,https://doi.org/10.1017/XPS.2018.27,Efrén O. Pérez,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2903112925,closed,downloaded_open_copy,https://eoperez.com/wp-content/uploads/2021/12/perez-and-tavits.-language-heightens-salience-of-ethnic-divisions.pdf,cc6c7df84d0945e597e9cf94a9b17fc51353b4c491158d072915b68f79bf0d53,title_match_in_first_three_pages,2026-09-09T17:10:37.212104+00:00,1,true,https://eoperez.com/wp-content/uploads/2021/12/perez-and-tavits.-language-heightens-salience-of-ethnic-divisions.pdf,PDF acquired; geography review pending,85066605513.pdf,article_or_manuscript
92,10,85130898035,85130898035.pdf,Abstraction and Detail in Experimental Design,2023,American Journal of Political Science,10.1111/ajps.12710,https://doi.org/10.1111/ajps.12710,Ryan Brutger,1,Replication experiments without sample countries.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4281734124,closed,manual_download_needed,,,,2026-09-09T12:54:41.526079+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
93,10,85029279527,85029279527.pdf,Sanction consequences and citizen support: A survey experiment,2017,International Studies Quarterly,10.1093/isq/sqw019,https://doi.org/10.1093/isq/sqw019,Tobias Heinrich,1,Sanctions topic without identifiable sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2426398293,closed,downloaded_open_copy,https://eprints.whiterose.ac.uk/126199/1/sanctionexperiment_isq.pdf,a9edffc622e792b1ca290e8acf76fc79a80ef7d459a0e6d737eee816120f58e4,title_match_in_first_three_pages,2026-09-09T17:10:37.212197+00:00,1,true,https://eprints.whiterose.ac.uk/126199/1/sanctionexperiment_isq.pdf,PDF acquired; geography review pending,85029279527.pdf,article_or_manuscript
94,10,85042721612,85042721612.pdf,How Do People Evaluate Foreign Aid To 'Nasty' Regimes?,2020,British Journal of Political Science,10.1017/S0007123417000503,https://doi.org/10.1017/S0007123417000503,Tobias Heinrich,1,Aid attitudes without identifiable sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2792612285,bronze,downloaded_open_copy,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6523AD61760973CA8EDE53A9B40F69D5/S0007123417000503a.pdf/div-class-title-how-do-people-evaluate-foreign-aid-to-nasty-regimes-div.pdf,3ddc22a01722949d31e45679c28c85db1c2553c6f5df773de26fe0b8888f1884,title_match_in_first_three_pages,2026-09-09T12:46:56.270589+00:00,1,true,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6523AD61760973CA8EDE53A9B40F69D5/S0007123417000503a.pdf/div-class-title-how-do-people-evaluate-foreign-aid-to-nasty-regimes-div.pdf,PDF acquired; geography review pending,85042721612.pdf,article_or_manuscript
95,10,85200455835,85200455835.pdf,Self-interest and preferences for the regulation of artificial intelligence,2025,Journal of Information Technology and Politics,10.1080/19331681.2024.2370815,https://doi.org/10.1080/19331681.2024.2370815,Tobias Heinrich,1,AI jobs experiment without country-specific context.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4401334302,bronze,manual_download_needed,,,,2026-09-09T12:54:41.528420+00:00,2,true,https://www.tandfonline.com/doi/pdf/10.1080/19331681.2024.2370815?needAccess=true,"Open location indexed, but no verified PDF could be downloaded automatically",,
96,10,85033714347,85033714347.pdf,Economic inequality and public support for organized labor,2017,Political Research Quarterly,10.1177/1065912917719501,https://doi.org/10.1177/1065912917719501,John V. Kane,1,National survey without country; labour politics not uniquely American.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2738193450,closed,manual_download_needed,,,,2026-09-09T12:54:41.529577+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
97,10,85051013258,85051013258.pdf,"Control, Accountability, and Constraints: Rethinking Perceptions of Presidential Responsibility for the Economy",2016,Presidential Studies Quarterly,10.1111/psq.12273,https://doi.org/10.1111/psq.12273,John V. Kane,1,Presidential accountability alone does not distinguish the US from other presidential systems.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2527911608,closed,manual_download_needed,,,,2026-09-09T12:54:41.530425+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
98,10,85053665784,85053665784.pdf,The Scope of Partisan Influence on Policy Opinion,2019,Political Psychology,10.1111/pops.12495,https://doi.org/10.1111/pops.12495,Erik Peterson,1,Party cues without country-specific context.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2892527597,closed,manual_download_needed,,,,2026-09-09T12:54:41.531692+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
99,10,85064805724,85064805724.pdf,Demand effects in survey experiments: An empirical assessment,2019,American Political Science Review,10.1017/S0003055418000837,https://doi.org/10.1017/S0003055418000837,Erik Peterson,1,Replication experiments without sample countries.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3123017702,closed,manual_download_needed,,,,2026-09-09T12:54:41.532266+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
100,10,85099984460,85099984460.pdf,When Unfamiliarity Breeds Contempt: How Partisan Selective Exposure Sustains Oppositional Media Hostility,2021,American Political Science Review,10.1017/S0003055420001124,https://doi.org/10.1017/S0003055420001124,Erik Peterson,1,Partisan media without named parties or country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3124358113,closed,manual_download_needed,,,,2026-09-09T12:54:41.532775+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
101,11,85118939204,85118939204.pdf,The Influence of Unknown Media on Public Opinion: Evidence from Local and Foreign News Sources,2022,American Political Science Review,10.1017/S0003055421001234,https://doi.org/10.1017/S0003055421001234,Erik Peterson,1,Media source experiments without sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3209742337,hybrid,downloaded_open_copy,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/DFD12CDB41B0774A62687F6DA2B07540/S0003055421001234a.pdf/the-influence-of-unknown-media-on-public-opinion-evidence-from-local-and-foreign-news-sources.pdf,8e4f832aa41cfe9351c834a52aa1942af466d9d32ca7f083ddbbae63044b55c3,title_match_in_first_three_pages,2026-09-09T12:47:18.699744+00:00,6,true,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/DFD12CDB41B0774A62687F6DA2B07540/S0003055421001234a.pdf/div-class-title-the-influence-of-unknown-media-on-public-opinion-evidence-from-local-and-foreign-news-sources-div.pdf,PDF acquired; geography review pending,85118939204.pdf,article_or_manuscript
102,11,85180219290,85180219290.pdf,Analyze the attentive and bypass bias: Mock vignette checks in survey experiments,2023,Political Science Research and Methods,10.1017/psrm.2023.3,https://doi.org/10.1017/psrm.2023.3,John V. Kane,1,Replication experiments with national samples but countries unstated.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4319080907,bronze,downloaded_open_copy,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F0CDAA44C5393DEDA2E83A0E9AB3868A/S2049847023000031a.pdf/div-class-title-analyze-the-attentive-and-bypass-bias-mock-vignette-checks-in-survey-experiments-div.pdf,db8c45bca8c9457295990c6274addb11222dba650be0c45c15db66ed69464916,title_match_in_first_three_pages,2026-09-09T12:47:19.291921+00:00,1,true,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F0CDAA44C5393DEDA2E83A0E9AB3868A/S2049847023000031a.pdf/div-class-title-analyze-the-attentive-and-bypass-bias-mock-vignette-checks-in-survey-experiments-div.pdf,PDF acquired; geography review pending,85180219290.pdf,article_or_manuscript
103,11,84908021986,84908021986.pdf,Is ethnic discrimination due to distaste or statistics?,2014,Economics Letters,10.1016/j.econlet.2014.09.020,https://doi.org/10.1016/j.econlet.2014.09.020,Stijn Baert,1,Ethnic hiring discrimination does not by itself locate employers.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2138797188,bronze,partial_abstract_only,https://biblio.ugent.be/publication/5704419/file/5825059.pdf,2062a3433084bd6b9ab30118fdbca022016bf266baa44759f298cfa3ac61c4c1,title_matched_but_one_page_abstract_only,2026-09-09T12:47:29.795422+00:00,5,true,https://www.sciencedirect.com/science/article/pii/S0165176514003565,Only a one-page abstract was obtained; full article still required.,84908021986__abstract.pdf,abstract_only
104,11,85020188394,85020188394.pdf,A Bottom-Up Theory of Public Opinion about Foreign Policy,2017,American Journal of Political Science,10.1111/ajps.12314,https://doi.org/10.1111/ajps.12314,Thomas Zeitzoff,1,Foreign policy topic without identifiable sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2622163922,closed,manual_download_needed,,,,2026-09-09T12:54:41.536500+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
105,11,85056907668,85056907668.pdf,Why are employers put off by long spells of unemployment?,2018,European Sociological Review,10.1093/esr/jcy039,https://doi.org/10.1093/esr/jcy039,Stijn Baert,1,Employer experiment without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2893384929,bronze,downloaded_open_copy,https://biblio.ugent.be/publication/8577980/file/8577981.pdf,761ecf6b970ca53597d35ccfc007b540ab88b0aa7022baf4ccf2bd05786d40a5,title_match_in_first_three_pages,2026-09-09T12:47:39.695249+00:00,4,true,https://academic.oup.com/esr/article-pdf/34/6/694/26864333/jcy039.pdf,PDF acquired; geography review pending,85056907668.pdf,article_or_manuscript
106,11,85081613400,85081613400.pdf,What do student jobs on graduate CVs signal to employers?,2020,Economics of Education Review,10.1016/j.econedurev.2020.101979,https://doi.org/10.1016/j.econedurev.2020.101979,Stijn Baert,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2969984514,bronze,downloaded_open_copy,https://biblio.ugent.be/publication/8663381/file/8663633.pdf,e062b295561a4044a3a2dc65357d4c32f841dd7d9c7be1bc248d234dccbd9685,title_match_in_first_three_pages,2026-09-09T12:47:42.506908+00:00,3,true,https://www.sciencedirect.com/science/article/pii/S0272775719302675,PDF acquired; geography review pending,85081613400.pdf,article_or_manuscript
107,11,85202899391,85202899391.pdf,The subsidy trap: Explaining the unsatisfactory effectiveness of hiring subsidies for the senior unemployed,2024,Journal of Economic Behavior and Organization,10.1016/j.jebo.2024.106713,https://doi.org/10.1016/j.jebo.2024.106713,Stijn Baert,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4402120281,green,downloaded_open_copy,https://biblio.ugent.be/publication/01JBH67D0S75X5ZVYYAF4R1ZS6/file/01JBH8ET1A3JMHVXE8PQ73NGC3.pdf,4f2aae00cce2e2fed1e23989536cf9d4b30f76d68520f2faac5c64f61fdb7af4,title_match_in_first_three_pages,2026-09-09T12:47:45.562994+00:00,4,true,https://biblio.ugent.be/publication/01JBH67D0S75X5ZVYYAF4R1ZS6,PDF acquired; geography review pending,85202899391.pdf,article_or_manuscript
108,11,85215433861,85215433861.pdf,How do recruiters assess applicants who express a political engagement?,2025,European Journal of Political Economy,10.1016/j.ejpoleco.2024.102637,https://doi.org/10.1016/j.ejpoleco.2024.102637,Stijn Baert,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4405854405,hybrid,downloaded_open_copy,https://biblio.ugent.be/publication/01JKTRH4C1417YS0BPH3YMT8NF/file/01JKTRPZ3S212GGC5QPZP3TH40.pdf,eeb4677abc3e66e9b58a1bdaf09e42aa8a2e42cb781d31b32d9344dd236243ad,title_match_in_first_three_pages,2026-09-09T12:47:47.396260+00:00,2,true,https://doi.org/10.1016/j.ejpoleco.2024.102637,PDF acquired; geography review pending,85215433861.pdf,article_or_manuscript
109,11,84861746768,84861746768.pdf,A simple mobility game for couples' migration decisions and some quasi-experimental evidence,2012,Rationality and Society,10.1177/1043463112440684,https://doi.org/10.1177/1043463112440684,Martin Abraham,1,Couples' migration decisions do not identify participant country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2095728782,green,downloaded_open_copy,https://open.fau.de/bitstreams/56a87c36-8f5d-4b50-ba3d-e0024878b7ea/download,62a743f59ef6de1470c8746191c5828667a41e393d9cbcc5e9675afdd63c5ea7,title_match_in_first_three_pages,2026-09-09T12:47:49.362621+00:00,1,true,https://open.fau.de/bitstreams/56a87c36-8f5d-4b50-ba3d-e0024878b7ea/download,PDF acquired; geography review pending,84861746768.pdf,article_or_manuscript
110,11,84872322437,84872322437.pdf,Why commuting is no perfect solution: Preferences for different mobility forms in dual career couples,2012,Zeitschrift Fur Familienforschung,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84872322437,Martin Abraham,1,No country is identified for the couples in the experiment.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",,unknown,manual_download_needed,,,,2026-09-09T12:54:41.544974+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
111,12,84907487526,84907487526.pdf,Three experimental approaches to measure the social context dependence of prejudice communication and discriminatory behavior,2015,Social Science Research,10.1016/j.ssresearch.2014.08.017,https://doi.org/10.1016/j.ssresearch.2014.08.017,Ulf Liebe,1,The methods article reports empirical studies without identifying sample countries.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2087090889,closed,manual_download_needed,,,,2026-09-09T12:54:41.545662+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
112,12,85049693637,85049693637.pdf,"Uncovering the Nexus Between Attitudes, Preferences, and Behavior in Sociological Applications of Stated Choice Experiments",2021,Sociological Methods and Research,10.1177/0049124118782536,https://doi.org/10.1177/0049124118782536,Ulf Liebe,1,Ethical consumption experiment without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2810440739,closed,manual_download_needed,,,,2026-09-09T12:54:41.546136+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
113,12,85158001358,85158001358.pdf,Promoting Citizens' willingness to participate in coproduction in public service through information frames,2024,Public Administration,10.1111/padm.12932,https://doi.org/10.1111/padm.12932,Jinfeng Zhang,1,Waste sorting experiments without sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4367394074,bronze,manual_download_needed,,,,2026-09-09T12:54:41.546555+00:00,2,true,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/padm.12932,"Open location indexed, but no verified PDF could be downloaded automatically",,
114,12,85215379642,85215379642.pdf,The impact of descriptive social norms on coproduction: How communication frames matter,2026,Public Management Review,10.1080/14719037.2025.2454502,https://doi.org/10.1080/14719037.2025.2454502,Jinfeng Zhang,1,Coproduction experiments without sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4406674563,closed,manual_download_needed,,,,2026-09-09T12:54:41.548431+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
115,12,85204053529,85204053529.pdf,Examining Attitudes toward Asians throughout the COVID-19 Pandemic with Repeated Cross-Sectional Survey Experiments,2024,Sociological Science,10.15195/V11.A28,https://doi.org/10.15195/V11.A28,Ariela Schachter,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4401896859,gold,downloaded_open_copy,https://sociologicalscience.com/download/vol_11/august/SocSci_v11_777to788.pdf,66de4162bfba111c15a1de7bd53428a84d40c8f70f9c4024e7bc6b0fdae7e67f,title_match_in_first_three_pages,2026-09-09T12:47:53.274908+00:00,1,true,https://sociologicalscience.com/download/vol_11/august/SocSci_v11_777to788.pdf,PDF acquired; geography review pending,85204053529.pdf,article_or_manuscript
116,12,85125280963,85125280963.pdf,Do Belief Systems Exhibit Dynamic Constraint?,2022,Journal of Politics,10.1086/716294,https://doi.org/10.1086/716294,Alexander Coppock,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3183162768,closed,manual_download_needed,,,,2026-09-09T12:54:41.550106+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
117,12,85172009271,85172009271.pdf,Does scientific research change minds? Linking criminology and public perceptions of policing,2024,Criminology and Public Policy,10.1111/1745-9133.12644,https://doi.org/10.1111/1745-9133.12644,Hunter M. Boehme,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4387023588,hybrid,manual_download_needed,,,,2026-09-09T12:54:41.550824+00:00,2,true,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1745-9133.12644,"Open location indexed, but no verified PDF could be downloaded automatically",,
118,12,85196196052,85196196052.pdf,"Does the public want the police to stop, stopping? An experimental look at the impact of outcome data on public perceptions of police discretionary traffic stops",2025,Journal of Experimental Criminology,10.1007/s11292-024-09625-w,https://doi.org/10.1007/s11292-024-09625-w,Hunter M. Boehme,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4399826447,hybrid,manual_download_needed,,,,2026-09-09T12:54:41.552064+00:00,1,true,https://doi.org/10.1007/s11292-024-09625-w,"Open location indexed, but no verified PDF could be downloaded automatically",,
119,12,105021850455,105021850455.pdf,Assessing Public Support of Gunshot Detection Technology Through a Framing Survey Experiment,2025,Crime and Delinquency,10.1177/00111287251384656,https://doi.org/10.1177/00111287251384656,Hunter M. Boehme,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4416248653,hybrid,manual_download_needed,,,,2026-09-09T12:54:41.553623+00:00,1,true,https://doi.org/10.1177/00111287251384656,"Open location indexed, but no verified PDF could be downloaded automatically",,
120,12,105034680050,105034680050.pdf,"Concerning, but do we need policy reform? An experimental analysis of public reactions to accurate statistics on deaths caused by police officers and medical professionals",2026,Journal of Experimental Criminology,10.1007/s11292-026-09735-7,https://doi.org/10.1007/s11292-026-09735-7,Hunter M. Boehme,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W7141039415,hybrid,manual_download_needed,,,,2026-09-09T12:54:41.554911+00:00,2,true,https://link.springer.com/content/pdf/10.1007/s11292-026-09735-7.pdf,"Open location indexed, but no verified PDF could be downloaded automatically",,
121,13,85132650412,85132650412.pdf,Aiding War or Peace? The Insiders’ View on Aid to Postconflict Transitions,2022,Journal of Politics,10.1086/718353,https://doi.org/10.1086/718353,Gabriele Spilker,1,Global expert sample without a country breakdown; US participation cannot be assumed.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3216967168,green,downloaded_open_copy,https://kops.uni-konstanz.de/server/api/core/bitstreams/636c1cff-2b36-43ab-a78a-c686d4697931/content,65d896c3dedc0c61776bdc01701bf1cf14fa3f7befb43fedf643df8460a47f6a,title_match_in_first_three_pages,2026-09-09T12:47:56.297101+00:00,1,true,https://kops.uni-konstanz.de/server/api/core/bitstreams/636c1cff-2b36-43ab-a78a-c686d4697931/content,PDF acquired; geography review pending,85132650412.pdf,article_or_manuscript
122,13,77956761607,77956761607.pdf,Feeling good and doing good for the environment: The use of emotional appeals in pro- environmental public service announcements,2010,Applied Environmental Education and Communication,10.1080/1533015X.2010.510025,https://doi.org/10.1080/1533015X.2010.510025,Kathleen Searles,1,Environmental appeals do not identify respondents' country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2095267044,closed,manual_download_needed,,,,2026-09-09T12:54:41.558694+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
123,13,84995760092,84995760092.pdf,"It's a Mad, Mad World: Using Emotion Inductions in a Survey",2015,Journal of Experimental Political Science,10.1017/XPS.2015.5,https://doi.org/10.1017/XPS.2015.5,Kathleen Searles,1,The student/adult emotion-induction studies do not specify country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2126520158,closed,manual_download_needed,,,,2026-09-09T12:54:41.559456+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
124,13,85055564646,85055564646.pdf,Don’t read the comments: the effects of abusive comments on perceptions of women authors’ credibility,2020,Information Communication and Society,10.1080/1369118X.2018.1534985,https://doi.org/10.1080/1369118X.2018.1534985,Kathleen Searles,1,Online abusive comments and journalist gender do not identify participant country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2898586032,bronze,manual_download_needed,,,,2026-09-09T12:54:41.559905+00:00,2,true,https://www.tandfonline.com/doi/pdf/10.1080/1369118X.2018.1534985?needAccess=true,"Open location indexed, but no verified PDF could be downloaded automatically",,
125,13,85114860836,85114860836.pdf,Look Who’s Writing: How Gender Affects News Credibility and Perceptions of News Relevance,2022,Journalism and Mass Communication Quarterly,10.1177/10776990211042595,https://doi.org/10.1177/10776990211042595,Kathleen Searles,1,Reporter gender and news credibility do not identify participant country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3199213391,closed,manual_download_needed,,,,2026-09-09T12:54:41.561037+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
126,13,85138320659,85138320659.pdf,Is news for men?: Effects of women’s participation in news-making on audience perceptions and behaviors,2024,Journalism,10.1177/14648849221125412,https://doi.org/10.1177/14648849221125412,Kathleen Searles,1,News avoidance and journalist gender do not identify respondent country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4294953528,closed,manual_download_needed,,,,2026-09-09T12:54:41.561660+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
127,13,84980398257,84980398257.pdf,"To Denounce, or Not To Denounce: Survey Experiments on Diplomatic Quarrels",2017,Political Communication,10.1080/10584609.2016.1200700,https://doi.org/10.1080/10584609.2016.1200700,Atsushi Tago,1,Diplomatic disputes without sample location.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2478981496,hybrid,downloaded_open_copy,https://eprints.lib.hokudai.ac.jp/repo/huscap/all/66352/10584609.2016.pdf,2774cfaa5fdcbf91b908d67cfae3b0da6d18a3734f855e9d7a08be2199c81cb3,title_match_in_first_three_pages,2026-09-09T12:47:57.492777+00:00,3,true,https://www.tandfonline.com/doi/pdf/10.1080/10584609.2016.1200700?needAccess=true,PDF acquired; geography review pending,84980398257.pdf,article_or_manuscript
128,13,85118791111,85118791111.pdf,Helping Us or Helping Them? What Makes Foreign Aid Popular with Donor Publics?,2022,Economic Development and Cultural Change,10.1086/713930,https://doi.org/10.1086/713930,Christopher Hoy,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3129660872,hybrid,downloaded_open_copy,https://openresearch-repository.anu.edu.au/bitstreams/6212dd1c-d8d2-48f1-96fb-f07d2df269da/download,9bd10a2cf23692cd8a35cf749ef6ff0937f40be5bbe42fef9b0634083963e99f,title_match_in_first_three_pages,2026-09-09T12:47:58.156848+00:00,4,true,https://www.journals.uchicago.edu/doi/epdf/10.1086/713930,PDF acquired; geography review pending,85118791111.pdf,article_or_manuscript
129,13,85119058426,85119058426.pdf,Why Are Relatively Poor People Not More Supportive of Redistribution? Evidence from a Randomized Survey Experiment across Ten Countries†,2021,American Economic Journal Economic Policy,10.1257/pol.20190276,https://doi.org/10.1257/pol.20190276,Christopher Hoy,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3208100272,closed,manual_download_needed,,,,2026-09-09T12:54:41.564914+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
130,13,85125126673,85125126673.pdf,The correlates and dynamics of COVID-19 vaccine-specific hesitancy,2022,Vaccine,10.1016/j.vaccine.2022.02.033,https://doi.org/10.1016/j.vaccine.2022.02.033,Peter John Loewen,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4213373046,green,manual_download_needed,,,,2026-09-09T12:54:41.565565+00:00,2,true,https://www.ncbi.nlm.nih.gov/pmc/articles/8850099,"Open location indexed, but no verified PDF could be downloaded automatically",,
131,14,85012893728,85012893728.pdf,Housework share between partners: Experimental evidence on gender-specific preferences,2017,Social Science Research,10.1016/j.ssresearch.2017.01.003,https://doi.org/10.1016/j.ssresearch.2017.01.003,Katrin Auspurg,1,The division-of-housework experiment does not identify respondents' country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2573325043,hybrid,downloaded_open_copy,https://www.repository.cam.ac.uk/bitstreams/2365f107-ddd9-41fd-a9cd-53a65dfbd487/download,6627e05871435923826555fb3652f0b0a10e7ce7cc9a4ce91d41fe4ad8e7b45f,title_match_in_first_three_pages,2026-09-09T12:48:06.411392+00:00,4,true,https://www.sciencedirect.com/science/article/pii/S0049089X16302228/pdf,PDF acquired; geography review pending,85012893728.pdf,article_or_manuscript
132,14,85019003064,85019003064.pdf,Legitimacy from Decision-Making Influence and Outcome Favourability: Results from General Population Survey Experiments,2017,Political Studies,10.1177/0032321716667956,https://doi.org/10.1177/0032321716667956,Sveinung Arnesen,1,Decision-making experiments without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2576604829,bronze,manual_download_needed,,,,2026-09-09T12:54:41.577261+00:00,2,true,https://journals.sagepub.com/doi/pdf/10.1177/0032321716667956,"Open location indexed, but no verified PDF could be downloaded automatically",,
133,14,85024131036,85024131036.pdf,First Equals Most Important? Order Effects in Vignette-Based Measurement,2017,Sociological Methods and Research,10.1177/0049124115591016,https://doi.org/10.1177/0049124115591016,Katrin Auspurg,1,The student sample's country is unspecified.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2117215057,closed,manual_download_needed,,,,2026-09-09T12:54:41.578865+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
